Gene,Locus,Molecule D23580,Start,End,Strand,Product,Input 1 (for Macrophage) read counts,Input 2 (for MAcropahge) read counts,Macrophage 1 (output) read counts,Macrophage 2 (output) read counts,Log2 fold-change output (MAcrophage) vs. input,p-value
glmM,STMMW_32921,D23580,3484833,3486170,-,PGM/PMM-family protein,128,187,143,100,-0.354847469419116,0.729210938880249
folP,STMMW_32931,D23580,3486163,3487011,-,dihydropteroate synthase,1521,820,1106,769,-0.111330698947604,0.684037131632306
tnpA_1c,STMMW_32941,D23580,3487158,3487667,-,transposase,4666,4022,3889,3635,-0.0611012900831573,0.976944809192606
ftsH,STMMW_32951,D23580,3487827,3489761,-,cell division protein,259,132,135,102,-0.495327334821927,0.319034315874218
ftsJ,STMMW_32961,D23580,3489865,3490491,-,cell division protein,53,62,45,34,-0.467375502167037,0.747087168804805
yhbY,STMMW_32971,D23580,3490579,3490911,+,conserved hypothetical protein,484,272,320,258,-0.170904279386112,0.747087168804805
greA,STMMW_32981,D23580,3491067,3491543,-,transcription elongation factor,714,409,391,270,-0.567071968163089,0.0082351563873715
dacB,STMMW_32991,D23580,3491791,3493224,+,Penicillin-binding protein (D-alanyl-D-alanine carboxypeptidase),2442,1332,1913,1354,0.000500545060857434,0.998936270284498
obgE,STMMW_33001,D23580,3493356,3494528,-,probable GTP-binding protein,124,69,84,55,-0.275952668542828,0.81029586661317
yhbE,STMMW_33011,D23580,3494544,3495554,-,putative membrane protein,1393,792,1005,811,-0.0521299286246725,0.910843791121531
rpmA,STMMW_33021,D23580,3495639,3495896,-,50S ribosomal subunit protein L27,0,0,0,0,NA,NA
rplU,STMMW_33031,D23580,3495916,3496227,-,50S ribosomal subunit protein L21,0,0,1,0,1.5401111343637,NA
ispB,STMMW_33041,D23580,3496485,3497456,+,octaprenyl-diphosphate synthase,425,433,390,383,-0.0316622505883377,0.9913393493913
nlp,STMMW_33051,D23580,3497688,3497975,+,Ner-like regulatory protein,462,240,338,275,0.0356516154951677,0.975092007351351
murA,STMMW_33061,D23580,3498033,3499292,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,228,270,225,215,-0.0928102571593016,0.977278143731212
yrbA,STMMW_33071,D23580,3499346,3499639,-,conserved hypothetical protein,371,177,253,187,-0.080579388406058,0.930422160079793
yrbB,STMMW_33081,D23580,3499788,3500084,-,possible anti-sigma factor antagonist,1041,521,636,453,-0.295940931516792,0.190163721927885
yrbC,STMMW_33091,D23580,3500084,3500719,-,possible exported protein,1527,811,992,634,-0.320652420940965,0.0513559082610032
yrbD,STMMW_33101,D23580,3500738,3501289,-,possible exported protein,1203,720,742,541,-0.388897571497124,0.0214536406834198
yrbE,STMMW_33111,D23580,3501294,3502076,-,putative membrane protein,1751,875,886,533,-0.679291464042723,0.00000214
yrbF,STMMW_33121,D23580,3502084,3502896,-,"possible ABC-transport protein, ATP-binding component",1927,1060,1197,850,-0.337694102954072,0.00920059287802437
yrbG,STMMW_33131,D23580,3503151,3504086,+,putative membrane protein,2093,1062,1651,1080,0.0051604233615351,0.994813530008434
yrbH,STMMW_33141,D23580,3504100,3505086,+,conserved hypothetical protein,1154,598,834,570,-0.105360854755272,0.76521229015679
yrbI,STMMW_33151,D23580,3505107,3505673,+,conserved hypothetical protein,374,199,178,109,-0.797839109147941,0.0123965835281081
yrbK,STMMW_33161,D23580,3505670,3506245,+,possible exported protein,11,6,6,5,-0.403655077384088,0.942657690305258
yhbN,STMMW_33171,D23580,3506214,3506768,+,putative exported protein,43,37,43,22,-0.20472071860818,0.932891713207121
yhbG,STMMW_33181,D23580,3506775,3507500,+,"probable ABC transport protein, ATP-binding component",11,5,3,5,-0.680313588524732,0.898077827368759
rpoN,STMMW_33191,D23580,3507548,3508981,+,RNA polymerase sigma-54 factor (sigma-N),40,28,15,34,-0.19626163922859,0.949478492365177
yhbH,STMMW_33201,D23580,3509004,3509291,+,probable sigma(54) modulation protein,449,265,346,250,-0.0637290645251535,0.937546105198392
ptsN,STMMW_33211,D23580,3509409,3509900,+,nitrogen regulatory IIA protein,238,167,35,30,-2.46422832463747,6.51E-10
yhbJ,STMMW_33221,D23580,3509946,3510800,+,conserved hypothetical protein,1137,584,368,244,-1.2777626288194,1.76E-14
ptsO,STMMW_33231,D23580,3510797,3511069,+,phosphocarrier protein (nitrogen related hpr),362,182,185,154,-0.443283829583308,0.291214058857281
yrbL,STMMW_33241,D23580,3511318,3511950,+,conserved hypothetical protein,1307,642,1054,564,-0.0699127055651718,0.899010711546436
mtgA,STMMW_33251,D23580,3512025,3512753,-,monofunctional biosynthetic peptidoglycan transglycosylase,1335,780,1080,765,-0.000411488446162021,0.999604006776961
yhbL,STMMW_33261,D23580,3512750,3513403,-,conserved hypothetical protein,1359,714,906,702,-0.142029833156078,0.609889141433059
arcB,STMMW_33271,D23580,3513630,3515966,-,aerobic respiration control sensor protein,1505,863,958,718,-0.293199167724704,0.0698709785157053
yhcC,STMMW_33281,D23580,3516060,3516989,-,conserved hypothetical protein,2424,1228,1759,1313,-0.0222668678406643,0.960490184778077
gltB,STMMW_33291,D23580,3517661,3522121,+,glutamate synthase [NADPH] large chain precursor,12663,6347,9124,6319,-0.0774243587498092,0.463038834211872
gltD,STMMW_33301,D23580,3522131,3523549,+,glutamate synthase (NADPH) small chain,3941,1957,2941,1987,-0.0384253980390891,0.89508536600112
yhcG,STMMW_33311,D23580,3523756,3524859,+,conserved hypothetical protein,2450,1304,1905,1256,-0.0422809142126182,0.903485879758008
codB,STMMW_33321,D23580,3524976,3526229,+,cytosine permease,3877,2110,3164,2236,0.0599975576335493,0.752357270480761
codA,STMMW_33331,D23580,3526216,3527496,+,cytosine deaminase,5393,3036,4227,3168,0.020155284919559,0.937879524585791
yhcH,STMMW_33341,D23580,3527579,3528046,-,conserved hypothetical protein,1563,857,1273,952,0.0921116759750939,0.747722806407174
nanK,STMMW_33351,D23580,3528043,3528918,-,possible kinase,3156,1680,2551,1810,0.0640076338999082,0.759809794520044
nanE,STMMW_33361,D23580,3528915,3529604,-,putative N-acetylmannosamine-6-phosphate 2-epimerase 2 (ec 5.1.3.9) (mannac-6-p epimerase 2),2688,1409,2351,1605,0.161338149411288,0.246090289939626
nanT,STMMW_33371,D23580,3529651,3531141,-,putative sialic acid transporter,4028,2122,3262,2249,0.0538341535336902,0.788948676730235
nanA,STMMW_33381,D23580,3531257,3532150,-,N-acetylneuraminate lyase,1939,1013,1668,1087,0.108084792388041,0.646955481944113
yhcK,STMMW_33391,D23580,3532285,3533076,-,putative GntR-family transcriptional regulator,1053,599,638,409,-0.466457530061771,0.00935699136755908
sspB,STMMW_33401,D23580,3533185,3533685,-,stringent starvation protein B,867,471,835,646,0.364947103957725,0.0515200911953834
sspA,STMMW_33411,D23580,3533691,3534329,-,stringent starvation protein A,1426,738,1501,1051,0.454286422044135,0.000291469634361025
STMMW_33421,STMMW_33421,D23580,3534592,3535344,-,conserved hypothetical protein,1391,782,1082,869,0.0608772895925826,0.887678354487188
rpsI,STMMW_33431,D23580,3535544,3535936,-,30S ribosomal subunit protein S9,5,1,2,3,0.164386920548542,NA
rplM,STMMW_33441,D23580,3535952,3536380,-,50S ribosomal subunit protein L13,1,0,0,0,-1.16627486276434,NA
yhcM,STMMW_33451,D23580,3536683,3537807,-,putative ATP/GTP-binding protein,1918,1034,1266,961,-0.188805800093892,0.279002514425228
yhcB,STMMW_33461,D23580,3537994,3538398,+,conserved hypothetical protein,1051,471,147,87,-2.46955767242688,7.58E-31
degQ,STMMW_33471,D23580,3538555,3539922,+,serine protease,2974,1496,2109,1506,-0.0822663247641605,0.708747709050693
degS,STMMW_33481,D23580,3540015,3541085,+,serine protease,771,423,149,97,-2.07780292160837,2.38E-22
STMMW_33491,STMMW_33491,D23580,3541119,3541850,-,conserved hypothetical protein,3122,1617,2703,1736,0.113410354728762,0.516270164414124
oadB2,STMMW_33501,D23580,3541870,3543171,-,oxaloacetate decarboxylase beta chain 2,3939,2141,3052,2242,0.0133820709006165,0.972616881507387
oadA2,STMMW_33511,D23580,3543187,3544962,-,oxaloacetate decarboxylase alpha chain,5020,2585,3942,2852,0.0586120539082676,0.744557720807602
STMMW_33512,STMMW_33512,D23580,3544978,3545232,-,oxaloacetate decarboxylase gamma chain,1222,699,882,756,-0.00979132967670272,0.989355401092487
ttdB,STMMW_33521,D23580,3545388,3546005,-,tartrate dehydratase,4649,2684,3287,2325,-0.187537641841013,0.0413789566202142
ttdA,STMMW_33531,D23580,3546005,3546904,-,tartrate dehydratase (pseudogene),2096,1112,1745,1062,0.00534013405617436,0.994813530008434
STMMW_33541,STMMW_33541,D23580,3546937,3548205,-,possible membrane transport protein,1913,1056,1476,1104,0.00954011406872367,0.987380816499634
STMMW_33551,STMMW_33551,D23580,3548416,3549081,-,LysR-family transcriptional regulator,1604,937,1265,905,-0.0300779015164875,0.948824372844439
STMMW_33561,STMMW_33561,D23580,3549068,3549697,-,possible GntR-family transcriptional regulator,1053,564,813,552,-0.0367872420575632,0.949478492365177
mdh,STMMW_33571,D23580,3549817,3550755,-,malate dehydrogenase,1281,652,495,458,-0.771541430051672,0.0000114
argR,STMMW_33581,D23580,3551169,3551639,+,arginine repressor,426,301,107,84,-1.75964663423834,2.71E-10
yhcN,STMMW_33591,D23580,3552004,3552267,+,putative exported protein,345,240,303,182,-0.12240640617983,0.880756412950914
STMMW_33601,STMMW_33601,D23580,3552371,3552637,+,putative exported protein,512,270,419,291,0.0731548116001942,0.921303115189954
yhcO,STMMW_33611,D23580,3552697,3552969,-,conserved hypothetical protein,306,177,269,182,0.0950312730849938,0.916795605312359
yhcP,STMMW_33621,D23580,3553141,3555108,-,putative membrane protein,4143,2115,3171,2082,-0.0397321374552974,0.888214798045612
yhcQ,STMMW_33631,D23580,3555114,3556046,-,possible exported protein,2094,1136,1700,1022,-0.0541459975477106,0.888214798045612
yhcR,STMMW_33641,D23580,3556054,3556257,-,conserved hypothetical protein,374,198,247,224,-0.0410245334861429,0.975092007351351
yhcS,STMMW_33651,D23580,3556439,3557368,+,probable LysR-family transcriptional regulator,2089,1180,1535,1102,-0.106051193852242,0.628291155351215
tldD,STMMW_33661,D23580,3557491,3558936,-,TldD protein,4560,2419,3701,2571,0.0575641796777615,0.749904229896649
yhdP,STMMW_33671,D23580,3559081,3562794,-,possible exported protein,9755,5225,6740,4885,-0.151276562668797,0.0232386834757125
cafA,STMMW_33681,D23580,3562988,3564457,-,ribonuclease G,1386,749,428,272,-1.40781700047245,9.64E-21
maf-b,STMMW_33691,D23580,3564447,3565040,-,conserved hypothetical protein,1114,638,975,669,0.10519111831358,0.752761520334567
mreD,STMMW_33701,D23580,3565049,3565540,-,rod shape-determining protein,136,60,110,96,0.337512122091621,0.716293457023393
mreC,STMMW_33711,D23580,3565540,3566592,-,rod shape-determining protein,30,11,37,12,0.455967883073792,0.863781128460271
mreB,STMMW_33721,D23580,3566657,3567700,-,rod shape-determining protein,16,24,14,3,-1.30773198214977,0.533490603079807
yhdA,STMMW_33731,D23580,3568008,3569948,-,putative lipoprotein,2544,1449,1553,1138,-0.364963861004029,0.000710327354367676
yhdH,STMMW_33741,D23580,3570152,3571126,+,possible oxidoreductase,2262,1256,1707,1101,-0.129170199958219,0.510676592064577
STMMW_33751,STMMW_33751,D23580,3571239,3572243,+,conserved hypothetical protein,2101,1214,1623,1076,-0.104849386337542,0.644268641567494
STMMW_33761,STMMW_33761,D23580,3572244,3572843,+,putative membrane protein,980,534,793,526,0.00335966462583064,0.99720355301793
accB,STMMW_33771,D23580,3573236,3573706,+,"acetyl-CoA carboxylase, biotin carboxyl carrier protein",7,21,10,6,-0.903548031359427,0.761741714579749
accC,STMMW_33781,D23580,3573717,3575066,+,biotin carboxylase,7,5,6,5,0.0525887890959096,0.99633393380724
yhdT,STMMW_33791,D23580,3575175,3575417,+,conserved hypothetical protein,439,229,341,246,0.0317130644037707,0.978364845122825
panF,STMMW_33801,D23580,3575407,3576858,+,sodium/pantothenate symporter (pantothenate permease),2670,1475,2024,1365,-0.0890063325135467,0.665115095298948
prmA,STMMW_33811,D23580,3576870,3577751,+,ribosomal protein L11 methyltransferase,1309,727,920,625,-0.196733915990685,0.367659815254143
yhdG,STMMW_33821,D23580,3578412,3579377,+,conserved hypothetical protein,1240,668,703,420,-0.570342332028334,0.00063742770491749
fis,STMMW_33831,D23580,3579403,3579699,+,Fis DNA-binding protein,221,110,27,18,-2.65705394891991,0.0000000053
yhdJ,STMMW_33841,D23580,3579785,3580669,+,putative adenine-specific DNA-modification methylase,1280,738,1008,653,-0.0909834328361867,0.792588107456459
yhdU,STMMW_33851,D23580,3580752,3580916,+,putative exported protein,192,114,144,107,-0.0872194050288025,0.945420945387263
STMMW_33861,STMMW_33861,D23580,3581067,3583166,+,putative membrane protein,4249,2293,3296,2252,-0.0308240610441273,0.909242762728766
envR,STMMW_33871,D23580,3583169,3583831,-,transcriptional repressor,447,309,261,193,-0.566175026609639,0.0568511345710374
acrE,STMMW_33891,D23580,3584245,3585402,+,acriflavine resistance protein E (protein envc),2230,1224,1706,1092,-0.106564355253184,0.638501093715044
acrF,STMMW_33901,D23580,3585414,3588527,+,acriflavin resistance protein F,7288,3780,5514,3834,-0.0276718779530305,0.898077827368759
yhdV,STMMW_33911,D23580,3588763,3588984,+,possible lipoprotein,1225,841,877,662,-0.252276816877049,0.268865646264519
yrdA,STMMW_33921,D23580,3595582,3596136,+,putative transferase,2193,1187,1606,1191,-0.0584185716061157,0.843765939390397
yrdB,STMMW_33931,D23580,3596112,3596369,-,conserved hypothetical protein,922,544,721,570,0.0226671506897163,0.977313514992845
STMMW_33941,STMMW_33941,D23580,3596366,3597184,-,shikimate dehydrogenase,1728,964,318,189,-2.21767647771469,1.89E-50
yrdC,STMMW_33951,D23580,3597189,3597761,-,conserved hypothetical protein,90,53,78,71,0.280523923962476,0.824778392405521
yrdD,STMMW_33961,D23580,3597766,3598308,-,conserved hypothetical protein,2036,1124,1614,1184,0.0346226693359402,0.925611518031872
smg,STMMW_33971,D23580,3598335,3598808,-,conserved hypothetical protein,2381,1266,1633,1188,-0.154576550837779,0.342993494903627
dprA,STMMW_33981,D23580,3598780,3599904,-,conserved hypothetical protein,5115,2604,3958,2799,0.0289865712557338,0.913190593133334
def,STMMW_33991,D23580,3600036,3600545,+,polypeptide deformylase,105,57,58,36,-0.588145640477193,0.524465749076785
fmt,STMMW_34001,D23580,3600561,3601508,+,methionyl-tRNA formyltransferase,32,21,22,10,-0.593311958700599,0.783224952812228
fmu,STMMW_34011,D23580,3601560,3602849,+,16S rRNA methyltransferase B,4273,2126,2500,1760,-0.362057586781028,0.0000795
sapG,STMMW_34021,D23580,3602871,3604247,+,potassium transport protein,628,343,87,54,-2.58422524330496,1.16E-24
mscL,STMMW_34031,D23580,3604389,3604802,+,large-conductance mechanosensitive channel,2604,1488,1882,1408,-0.108711534500058,0.561890375246617
STMMW_34041,STMMW_34041,D23580,3604738,3605007,-,conserved hypothetical protein,1107,580,845,570,-0.0428383365555551,0.937508979616612
zntR,STMMW_34051,D23580,3605065,3605490,-,putative Zn(II)-responsive regulator,1448,823,998,806,-0.117307716491681,0.688307372715441
yhdN,STMMW_34061,D23580,3605501,3605869,-,conserved hypothetical protein,779,447,582,453,-0.0349970047406239,0.962124767743129
rplQ,STMMW_34071,D23580,3605977,3606360,-,50S ribosomal subunit protein L17,45,25,35,15,-0.327097198758239,0.892797717153349
pez,STMMW_34081,D23580,3606401,3607390,-,DNA-directed RNA polymerase alpha chain,23,44,30,20,-0.44528336729613,0.842869206559166
rpsD,STMMW_34091,D23580,3607416,3608036,-,30S ribosomal subunit protein S4,2,8,3,3,-0.810989244081996,0.895401296343853
rpsK,STMMW_34101,D23580,3608070,3608402,-,30S ribosomal subunit protein S11,1,1,0,0,-2.3291801504778,NA
rpsM,STMMW_34111,D23580,3608476,3608832,-,30S ribosomal subunit protein S13,0,0,1,0,1.5401111343637,NA
rpmJb,STMMW_34121,D23580,3608979,3609095,-,50S ribosomal subunit protein L36,2,1,0,0,-2.78103485728223,NA
prlA,STMMW_34131,D23580,3609127,3610458,-,preprotein translocase subunit,22,9,19,7,-0.0576374593952298,0.992449726691493
rplO,STMMW_34141,D23580,3610466,3610900,-,50S ribosomal subunit protein L15,1,3,5,4,1.14353819888891,NA
rpmD,STMMW_34151,D23580,3610904,3611083,-,50S ribosomal subunit protein L30,1,0,0,1,0.457926582237927,NA
rpsE,STMMW_34161,D23580,3611087,3611590,-,30S ribosomal subunit protein S5,5,24,11,15,-0.219759374168597,0.969035123826414
rl18,STMMW_34171,D23580,3611605,3611958,-,50S ribosomal subunit protein L18,1,3,2,1,-0.513430868534996,NA
rplF,STMMW_34181,D23580,3611968,3612501,-,50S ribosomal subunit protein L6,2,0,1,0,-0.5256988787826,NA
rpsH,STMMW_34191,D23580,3612514,3612906,-,30S ribosomal subunit protein S8,0,5,4,1,-0.321597612756809,NA
rpsN,STMMW_34201,D23580,3612940,3613245,-,30S ribosomal subunit protein S14,14,40,38,22,0.0578196065128744,0.989355401092487
rplE,STMMW_34211,D23580,3613260,3613799,-,50S ribosomal subunit protein L5,1,1,1,0,-0.944631091562733,NA
rplX,STMMW_34221,D23580,3613814,3614128,-,50S ribosomal subunit protein L24,5,5,0,2,-2.04760457682452,NA
rplN,STMMW_34231,D23580,3614139,3614510,-,50S ribosomal subunit protein L14,27,31,29,18,-0.242276939135361,0.932090516442762
rpsQ,STMMW_34241,D23580,3614674,3614928,-,30S ribosomal subunit protein S17,17,35,41,32,0.479994951015442,0.821192486611816
rpmC,STMMW_34242,D23580,3614928,3615119,-,LSU ribosomal protein L29p (L35e),1,0,2,0,1.05781277089167,NA
rplP,STMMW_34251,D23580,3615119,3615529,-,50S ribosomal subunit protein L16,1,7,4,3,-0.336462041995417,0.972552381087426
rpsC,STMMW_34261,D23580,3615542,3616243,-,30S ribosomal subunit protein S3,150,130,93,62,-0.736680965882437,0.202571686847062
rplV,STMMW_34271,D23580,3616261,3616593,-,50S ribosomal protein L22,2,3,3,5,0.809359138142365,NA
rpsS,STMMW_34281,D23580,3616608,3616886,-,30S ribosomal subunit protein S19,0,1,0,0,-1.60118311312748,NA
rplB,STMMW_34291,D23580,3616903,3617724,-,50S ribosomal subunit protein L2,20,25,37,16,0.249046448469154,0.934253619067781
rplW,STMMW_34301,D23580,3617742,3618044,-,50S ribosomal subunit protein L23,4,1,0,0,-3.4007072046353,NA
rplD,STMMW_34311,D23580,3618041,3618646,-,50S ribosomal subunit protein L4,2,1,0,2,-0.14064043939879,NA
rplC,STMMW_34321,D23580,3618657,3619286,-,50S ribosomal subunit protein L3,10,28,9,2,-1.95337060116486,0.315121805965773
rpsJ,STMMW_34331,D23580,3619319,3619630,-,30S ribosomal subunit protein S10,13,31,11,6,-1.44919023199555,0.429680628062569
hopD,STMMW_34341,D23580,3620010,3620477,+,Type III leader peptidase,2198,1332,1633,1276,-0.0793144351922653,0.767001199835351
