"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore","DE_rec"
"SL1344_2100","yegE","Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.574368765171557,0.551832486923388,0.42299503328261,"FDR>=0.05"
"SL1344_2101","alkA","AlkA N-terminal domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.995125012877387,-0.091447103405187,-0.0700967620883212,"FDR>=0.05"
"SL1344_2102","yegD","MreB/Mbl protein","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.188061858531672,1.07939026558066,0.827382823834371,"FDR>=0.05"
"SL1344_2103","SL1344_2103","Barrel-sandwich domain of CusB or HlyD membrane-fusion","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.492603665709707,0.683311550829534,0.523777412593068,"FDR>=0.05"
"SL1344_2104","yegN","Protein export membrane protein","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.368104341885696,0.83268247455386,0.638274402801978,"FDR>=0.05"
"SL1344_2105","yegO","Protein export membrane protein","Chromosome","V","Defense mechanisms","Cellular processes and signaling","Phox-spleen",0.98048630995855,0.366876661650667,0.281221220901193,"FDR>=0.05"
"SL1344_2106","yegB","Transmembrane secretion effector","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.718271140321666,-0.455516503424388,-0.349166138443617,"FDR>=0.05"
"SL1344_2107","baeS","HAMP domain","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.994479596260279,-0.105962802999202,-0.0812234517602599,"FDR>=0.05"
"SL1344_2108","baeR","Transcriptional regulatory protein, C terminal","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.884286176366815,-0.210396462262363,-0.161274772084173,"FDR>=0.05"
"SL1344_2109","SL1344_2109","PcfJ-like protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.48433213443882,-0.750734597763721,-0.575459063561002,"FDR>=0.05"
"SL1344_2111","SL1344_2111","Domain of unknown function (DUF4034)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.834733568919026,0.723027930211966,0.554221128062594,"FDR>=0.05"
"SL1344_2112","yegQ","Peptidase family U32 C-terminal domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.207484603862066,1.06577093971793,0.816943229694651,"FDR>=0.05"
"SL1344_2113","sseK2","-","Chromosome","-","no category","no theme","Phox-spleen",0.71635902893008,0.423999294851861,0.325007316690591,"FDR>=0.05"
"SL1344_2115","SL1344_2115","hypothetical membrane protein","Chromosome",NA,"no category","no theme","Phox-spleen",0.912373111657237,-0.154391731134756,-0.118345579496432,"FDR>=0.05"
"SL1344_2116","SL1344_2116","hypothetical protein","Chromosome",NA,"no category","no theme","Phox-spleen",0.948677408893111,0.0963691454767655,0.0738696449816308,"FDR>=0.05"
"SL1344_2117","yegS","the in vivo substrate is","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.481338929519858,0.721415812099665,0.552985394446456,"FDR>=0.05"
"SL1344_2118","fbaB","DeoC/LacD family aldolase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.358479806111378,-0.879312832393746,-0.674017876109306,"FDR>=0.05"
"SL1344_2119","yegT","Nucleoside H+ symporter","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.600299699465102,0.527205512619521,0.404117768782667,"FDR>=0.05"
"SL1344_2120","yegU","ADP-ribosylglycohydrolase","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.994479596260279,0.102896589104486,0.0788731130629533,"FDR>=0.05"
"SL1344_2122","yegW","UTRA domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.459213169386588,-0.844853093024886,-0.647603522212696,"FDR>=0.05"
"SL1344_2123","thiD","Phosphomethylpyrimidine kinase","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.859461306155177,0.698944340519062,0.535760383062765,"FDR>=0.05"
"SL1344_2124","thiM","Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ)","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.684596656893517,0.919703294562812,0.704978294885586,"FDR>=0.05"
"SL1344_2125","SL1344_2125","Nickel/cobalt transporter regulator","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.873558079517447,0.689572898663233,0.528576910806876,"FDR>=0.05"
"SL1344_2126","stcD","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.228651021488064,1.01030686143177,0.774428462629296,"FDR>=0.05"
"SL1344_2127","stcC","PapC C-terminal domain","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.362670634270536,-0.821250349740527,-0.629511359431938,"FDR>=0.05"
"SL1344_2128","stcB","Pili and flagellar-assembly chaperone, PapD N-terminal domain","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.207484603862066,-1.10319332844942,-0.845628537178531,"FDR>=0.05"
"SL1344_2129","stcA","Fimbrial protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-spleen",0.676146098286224,-0.456477455751896,-0.349902735275789,"FDR>=0.05"
"SL1344_2130","yehE","Protein of unknown function (DUF2574)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.982267534366546,-0.0420377186864879,-0.0322230869625924,"FDR>=0.05"
"SL1344_2131","mrp","Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP","Chromosome","F","Nucleotide transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.280824052482941,0.215259489503507,"FDR>=0.05"
"SL1344_2133","yehR","Protein of unknown function (DUF1307)","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.285526965149672,-0.951645807435841,-0.729463124278628,"FDR>=0.05"
"SL1344_2134","SL1344_2134","Protein of unknown function (DUF1307)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.730452101757117,0.386795593940033,0.296489639536111,"FDR>=0.05"
"SL1344_2135","yehS","Protein of unknown function (DUF1456)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.974165979876778,0.377736119949482,0.289545299373173,"FDR>=0.05"
"SL1344_2137","yehU","5TMR of 5TMR-LYT","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.491372637194085,0.679976966600276,0.52122136052933,"FDR>=0.05"
"SL1344_2138","yehV","MerR family regulatory protein","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.884380058163345,0.678182682046794,0.519845991241722,"FDR>=0.05"
"SL1344_2140","yehW","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.158771742264671,1.14452708333501,0.877312016201311,"FDR>=0.05"
"SL1344_2141","yehX","ABC transporter","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.982267534366546,0.0433530741432549,0.0332313437042634,"FDR>=0.05"
"SL1344_2142","yehY","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.37883667659321,0.860824563992637,0.659846101353409,"FDR>=0.05"
"SL1344_2143","yehZ","Substrate binding domain of ABC-type glycine betaine transport system","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.376309940696197,0.911816173808326,0.698932596263078,"FDR>=0.05"
"SL1344_2144","bglX","Fibronectin type III-like domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.358543679465569,0.917241202137627,0.703091032188998,"FDR>=0.05"
"SL1344_2145","dld","Catalyzes the oxidation of D-lactate to pyruvate","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.988369206293153,0.232032499941883,0.177859400019684,"FDR>=0.05"
"SL1344_2146","pbpG","D-alanyl-D-alanine carboxypeptidase","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.561336934684726,0.932061666419697,0.714451332517109,"FDR>=0.05"
"SL1344_2147","yohC","Yip1 domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.915335708716661,0.668361290158646,0.512317619703158,"FDR>=0.05"
"SL1344_2148","yohD","SNARE associated Golgi protein","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.691455473143997,-0.941999802567781,-0.722069191795679,"FDR>=0.05"
"SL1344_2149","yohF","KR domain","Chromosome","IQ","Lipid transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.988369206293153,0.178479037211463,0.136809173208376,"FDR>=0.05"
"SL1344_2150","yohG","Outer membrane efflux protein","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.624200459351227,0.919099582173975,0.70451553245666,"FDR>=0.05"
"SL1344_2151","yohI","Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines. Specifically modifies U16 in tRNAs","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-spleen",0.421707525254355,0.787484890789378,0.603629190891131,"FDR>=0.05"
"SL1344_2152","SL1344_2152","FAD dependent oxidoreductase","Chromosome","CH","Energy production and conversion;Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.879844013460214,0.198239987235581,0.151956494018991,"FDR>=0.05"
"SL1344_2153","SL1344_2153","Glutathione S-transferase, C-terminal domain","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-spleen",0.995125012877387,-0.0790363525240707,-0.0605835744699402,"FDR>=0.05"
"SL1344_2154","SL1344_2154","Fumarylacetoacetate (FAA) hydrolase family","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.995125012877387,0.105204789303926,0.080642413064895,"FDR>=0.05"
"SL1344_2155","SL1344_2155","Cupin domain","Chromosome","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-spleen",0.926274834952951,0.585044185622265,0.448452729104084,"FDR>=0.05"
"SL1344_2156","SL1344_2156","Uncharacterised MFS-type transporter YbfB","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.98048630995855,0.38579208852977,0.295720424576006,"FDR>=0.05"
"SL1344_2164","yeiA","Dihydroorotate dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Phox-spleen",0.790648023988036,0.340940085757475,0.26134011015988,"FDR>=0.05"
"SL1344_2165","mglC","Branched-chain amino acid transport system / permease component","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.797887034182505,-0.324543904393328,-0.248771978623257,"FDR>=0.05"
"SL1344_2166","mglA","Part of the ABC transporter complex MglABC involved in galactose methyl galactoside import. Responsible for energy coupling to the transport system","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.697038385158003,0.490412380240651,0.375914803890293,"FDR>=0.05"
"SL1344_2167","mglB","Periplasmic binding protein domain","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.898391177370168,-0.177492498522051,-0.13605296371428,"FDR>=0.05"
"SL1344_2169","yeiB","Protein of unknown function (DUF418)","Chromosome","S","Function Unknown","Poorly characterised","Phox-spleen",0.988369206293153,0.183823746327642,0.140906042211303,"FDR>=0.05"
"SL1344_2173","SL1344_2173","Serine dehydratase beta chain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.820014668088668,0.307698529259311,0.235859527500276,"FDR>=0.05"
"SL1344_2174","SL1344_2174","Putative Phosphatase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.907241155837504,0.170906998420215,0.131004993721992,"FDR>=0.05"
"SL1344_2175","SL1344_2175","Major Facilitator Superfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.925380796243146,0.139867707555377,0.107212509256931,"FDR>=0.05"
"SL1344_2176","cirA","Outer membrane protein beta-barrel family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.402560856401127,-0.910560381146579,-0.69796999606947,"FDR>=0.05"
"SL1344_2177","lysP","Amino acid permease","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.995125012877387,-0.0796566481329271,-0.0610590484007631,"FDR>=0.05"
"SL1344_2178","yeiE","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Phox-spleen",0.988369206293153,0.166483255503587,0.127614071065942,"FDR>=0.05"
"SL1344_2180","nfo","Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-spleen",0.37057210857195,0.779521247215838,0.597524835387849,"FDR>=0.05"
"SL1344_2181","fruA","Phosphotransferase system, EIIC","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.185121082754174,0.141900486862394,"FDR>=0.05"
"SL1344_2182","fruK","pfkB family carbohydrate kinase","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-spleen",0.183750295603123,-1.17156825990054,-0.898039834248249,"FDR>=0.05"
"SL1344_2184","setB","MFS_1 like family","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.270048329297769,1.12633132139582,0.863364455828449,"FDR>=0.05"
"SL1344_2190","yeiU","Involved in the modification of the lipid A domain of lipopolysaccharides (LPS). Transfers a phosphate group from undecaprenyl pyrophosphate (C55-PP) to lipid A to form lipid A 1- diphosphate. Contributes to the recycling of undecaprenyl phosphate (C55-P)","Chromosome","I","Lipid transport and metabolism","Metabolism","Phox-spleen",0.0664155677875992,1.39426622997717,1.06874405608507,"FDR>=0.05"
"SL1344_2191","spr","NlpC/P60 family","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-spleen",0.990311254127544,-0.024083187145494,-0.0184604364359829,"FDR>=0.05"
"SL1344_2192","rtn","CSS motif domain associated with EAL","Chromosome","T","Signal transduction mechanisms","Cellular processes and signaling","Phox-spleen",0.905362041743132,0.739436467256202,0.566798730573534,"FDR>=0.05"
"SL1344_2193","yejA","Bacterial extracellular solute-binding proteins, family 5 Middle","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-spleen",0.642938433432013,0.83704377883514,0.64161746449793,"FDR>=0.05"
"SL1344_2194","yejB","Binding-protein-dependent transport system inner membrane component","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-spleen",0.988369206293153,0.286551193734639,0.219649503433064,"FDR>=0.05"
