"locus_tag","gene_name","gene_function","DNA_molecule","COG","description","theme","model","FDR","logFC","zscore"
"SL1344_3055","SL1344_3055","carboxylic ester hydrolase activity","Chromosome","I","Lipid transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.214836353473446,0.183000566567345
"SL1344_3056","SL1344_3056","Toxin-antitoxin biofilm protein TabA","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.626101160133163,-0.497557814431191,-0.423826603220448
"SL1344_3057","SL1344_3057","Malate/L-lactate dehydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.398338481494832,0.839989811073161,0.715514897045512
"SL1344_3058","SL1344_3058","Alcohol dehydrogenase GroES-like domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.752460337369347,-0.311700020627101,-0.265510373135537
"SL1344_3059","SL1344_3059","Belongs to the mannitol dehydrogenase family","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.387253792459789,0.787098689881493,0.67046151111726
"SL1344_3060","SL1344_3060","FCD","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.446980574468879,0.742569538348917,0.632530966181662
"SL1344_3062","speA","Catalyzes the biosynthesis of agmatine from arginine","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.346096806126311,-0.947775349461076,-0.807328104046313
"SL1344_3064","yqgD","Protein of unknown function (DUF2684)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",6.64e-13,-5.2624160832205,-4.48259854150565
"SL1344_3066","galP","Fungal trichothecene efflux pump (TRI12)","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.999204941602324,-0.123564981764324,-0.105254354326722
"SL1344_3067","sprT","SprT-like zinc ribbon domain","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.0422515140867476,-0.0359904219709197
"SL1344_3068","endA","Endonuclease I","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-liver",0.781718790089765,0.27444544478577,0.233776412025308
"SL1344_3069","yggJ","Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.138292215069366,-0.117799214613253
"SL1344_3073","SL1344_3073","Transcriptional regulator","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.999204941602324,0.180341835735707,0.153617660986359
"SL1344_3074","pilT","Type II/IV secretion system protein","Chromosome","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.678482445570388,0.445395748337857,0.37939423647213
"SL1344_3075","yggS","Pyridoxal 5'-phosphate (PLP)-binding protein, which is involved in PLP homeostasis","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.59280206834946,0.551955383255131,0.470163202002356
"SL1344_3076","yggT","YGGT family","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.663628117630217,-0.410648077981777,-0.349795692002122
"SL1344_3077","yggU","Uncharacterised ACR, YggU family COG1872","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.211909931527785,-0.180507800024753
"SL1344_3079","yggW","Involved in the biosynthesis of porphyrin-containing compound","Chromosome","H","Coenzyme transport and metabolism","Metabolism","Phox-liver",0.999204941602324,0.0686109743863055,0.0584437735161216
"SL1344_3080","yggM","Protein of unknown function (DUF1202)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.602480525359337,-0.516149592297282,-0.439663335821708
"SL1344_3081","ansB","Asparaginase, N-terminal","Chromosome","EJ","Amino acid transport and metabolism; Translation, ribosomal structure and biogenesis","Metabolism;Information storage and processing","Phox-liver",0.999204941602324,-0.666603087537275,-0.567821696479972
"SL1344_3082","yggN","Protein of unknown function (DUF2884)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.487752480965156,-0.415474285045917
"SL1344_3084","trmB","Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA","Chromosome","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","Phox-liver",0.999204941602324,0.198129584144189,0.168769510215228
"SL1344_3085","mutY","FES","Chromosome","L","Replication, recombination and repair ","Information storage and processing","Phox-liver",0.999204941602324,-0.668043400199438,-0.569048574654678
"SL1344_3086","yggX","Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.702912419115997,-0.520855245248824,-0.443671675854849
"SL1344_3087","mltC","Murein-degrading enzyme. May play a role in recycling of muropeptides during cell elongation and or cell division","Chromosome","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Phox-liver",0.649589376652284,0.441727016304224,0.376269159966763
"SL1344_3088","nupG","Broad-specificity transporter of purine and pyrimidine nucleosides. Driven by a proton motive force","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.549587986501177,0.557795957131891,0.475138283320041
"SL1344_3089","speC","Orn/Lys/Arg decarboxylase, N-terminal domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.0445843123845193,-0.03797753170946
"SL1344_3090","yqgA","Protein of unknown function (DUF554)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.374506361282995,-0.830309390268736,-0.707268981197573
"SL1344_3091","SL1344_3091","glyoxalase bleomycin resistance protein dioxygenase","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.548740020782532,-0.591430036317936,-0.503788255484915
"SL1344_3092","SL1344_3092","Acetyl-CoA hydrolase/transferase C-terminal domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",3.86e-07,-3.00528435625766,-2.55994263074805
"SL1344_3093","SL1344_3093","dehydratase","Chromosome","I","Lipid transport and metabolism","Metabolism","Phox-liver",5.93e-15,-4.46574998477116,-3.803987379921
"SL1344_3095","SL1344_3095","LysR substrate binding domain","Chromosome","K","Transcription","Information storage and processing","Phox-liver",5.77e-14,-4.52318439406172,-3.85291080126334
"SL1344_3096","SL1344_3096","Type I phosphodiesterase / nucleotide pyrophosphatase","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.456061784033842,-0.736959311566414,-0.627752097693298
"SL1344_3097","SL1344_3097","Radical SAM superfamily","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.999204941602324,-0.0973670343201592,-0.0829385816575668
"SL1344_3098","SL1344_3098","Sigma-70, region 4","Chromosome","K","Transcription","Information storage and processing","Phox-liver",0.0929379016869199,1.37621928538856,1.17228255309287
"SL1344_3099","SL1344_3099","Protein of unknown function (DUF3156)","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.471698673693886,0.749154057424892,0.638139750272414
"SL1344_3100","SL1344_3100","Amino acid permease","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.822437456396851,-0.231643669199703,-0.197317269726066
"SL1344_3102","ordL","Thi4 family","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.387253792459789,-0.817664081377848,-0.696497532818201
"SL1344_3103","SL1344_3103","Aldehyde dehydrogenase family","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.953479355375921,-0.0756051700582975,-0.0644015257771495
"SL1344_3104","iraD","Gene 25-like lysozyme","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,0.325137651573626,0.27695673236096
"SL1344_3105","SL1344_3105","Type VI secretion system effector, Hcp","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.43856732903036,-0.722302934062389,-0.615267593354543
"SL1344_3106","SL1344_3106","Polysaccharide deacetylase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.48335904557467,-0.411731896233982
"SL1344_3107","SL1344_3107","Carbon-nitrogen hydrolase","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.532416071901307,-0.600437906046227,-0.511461283057718
"SL1344_3108","exuT","Major Facilitator Superfamily","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.348046376570133,0.820692462743931,0.699077149800221
"SL1344_3110","uxuB","Mannitol dehydrogenase C-terminal domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.999204941602324,0.229133476686207,0.195179053149886
"SL1344_3111","uxaC","Glucuronate isomerase","Chromosome","G","Carbohydrate transport and metabolism","Metabolism","Phox-liver",0.752637514002876,-0.326972827554141,-0.278519960551884
"SL1344_3112","SL1344_3112","Chemoreceptor zinc-binding domain","Chromosome","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling","Phox-liver",0.657653793705325,0.440201291025713,0.374969526148373
"SL1344_3113","gsp","CHAP domain","Chromosome","E","Amino acid transport and metabolism","Metabolism","Phox-liver",0.61461029080775,-0.489593360287696,-0.417042371422176
"SL1344_3114","yghU","Glutathione S-transferase, C-terminal domain","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-liver",0.752460337369347,0.309450996259916,0.263594623185566
"SL1344_3116","SL1344_3116","periplasmic binding protein","Chromosome","P","Inorganic ion transport and metabolism","Metabolism","Phox-liver",0.999204941602324,-0.206937993795806,-0.176272634945943
"SL1344_3117","hybG","HupF/HypC family","Chromosome","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Phox-liver",0.999204941602324,-0.314052295229657,-0.267514073058897
"SL1344_3120","hybD","Hydrogenase maturation protease","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.999204941602324,0.0265949267918452,0.0226539251483167
"SL1344_3121","hybC","Nickel-dependent hydrogenase","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.524602790325677,0.635718188711954,0.541513514033059
"SL1344_3122","hybB","Polysulphide reductase, NrfD","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.428970233761458,0.768083006728342,0.654263690150606
"SL1344_3123","hybA","4Fe-4S dicluster domain","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.692487808718819,-0.407387923191752,-0.347018647223499
"SL1344_3124","hypO","NiFe/NiFeSe hydrogenase small subunit C-terminal","Chromosome","C","Energy production and conversion","Metabolism","Phox-liver",0.272708048421535,0.977735343403414,0.832848439767705
"SL1344_3126","SL1344_3126","Methyl-accepting chemotaxis-like domains (chemotaxis sensory transducer).","Chromosome","NT","Cell motility;Signal transduction mechanisms","Cellular processes and signaling","Phox-liver",0.984219075110381,-0.0288189610174928,-0.0245483881513344
"SL1344_3127","yqhA","Uncharacterized protein family, UPF0114","Chromosome","S","Function Unknown","Poorly characterised","Phox-liver",0.999204941602324,-0.0695510970221088,-0.0592445829332115
"SL1344_3128","SL1344_3128","-","Chromosome","-","no category","no theme","Phox-liver",0.474571427824397,0.706650355145303,0.601934510923404
"SL1344_3131","yghA","KR domain","Chromosome","IQ","Lipid transport and metabolism;Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","Phox-liver",0.999204941602324,-0.174979231444234,-0.149049720748362
"SL1344_3133","exbB","MotA/TolQ/ExbB proton channel family","Chromosome","U"," Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Phox-liver",0.29851642634372,-1.15367554240114,-0.98271672592131
