"s1480_tag","old_locus","locus_tag","s1480geneID","gene_name","gene_function","type","SPI","model","DE","logFC","logCPM","LR","PValue","FDR","zscore"
"STM14_1561","STM14_1561","SL1344_1222","-","SL1344_1222","arylsulfatase regulator","protein_coding","-","HeLa","FDR>=0.1",-0.50670222477788,7.72055828073226,3.05762096005153,0.134195357122509,0.3051223530761,-0.312815636088417
"STM14_4328","STM14_4328","SL1344_3563","-","SL1344_3563","putative L-asparaginase","protein_coding","-","HeLa","FDR>=0.1",-0.471399449160995,8.04565072161434,3.05514139874562,0.134323938873813,0.305162361757025,-0.29102125731867
"STM14_1908","STM14_1908","SL1344_1511","narV","narV","nitrate reductase 2 gamma subunit","protein_coding","-","HeLa","FDR>=0.1",0.471384413816125,7.66952608210559,3.054932128285,0.134334798896834,0.305162361757025,0.291011975158973
"STM14_4264","STM14_4264","SL1344_3507","gntU","gntU","low affinity gluconate transporter","protein_coding","-","HeLa","FDR>=0.1",0.5220842070067,7.09322908895539,3.05211508090682,0.134481109381239,0.305356245190674,0.32231179442346
"STM14_4169","STM14_4169","SL1344_3430","yheU","yheU","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-1.09031913711368,4.19958886943534,3.67069655000043,0.135087553241007,0.306497460560836,-0.673115012599564
"STM14_4449","STM14_4449","SL1344_3655","-","SL1344_3655","putative inner membrane lipoprotein","protein_coding","-","HeLa","FDR>=0.1",-0.67971095900485,6.52093098016708,3.04013035330285,0.135106087625938,0.306497460560836,-0.419623608502167
"STM14_4743","STM14_4743","SL1344_3897","-","SL1344_3897","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",-1.65278147647155,6.59780531968733,3.0376957738915,0.135233546787663,0.306647730131011,-1.02035448749853
"STM14_4705","STM14_4705","SL1344_3868","ilvY","ilvY","DNA-binding transcriptional regulator IlvY","protein_coding","-","HeLa","FDR>=0.1",0.726695482442901,6.2676582539792,3.03447587697859,0.135402381143061,0.30689164124235,0.448629783858961
"STM14_0272","STM14_0272","SL1344_0231","rnhB","rnhB","ribonuclease HII","protein_coding","-","HeLa","FDR>=0.1",-2.14164844590186,4.00729116034397,3.25359170799026,0.135692976296818,0.307244123739921,-1.32215942248179
"STM14_5015","STM14_5015","SL1344_4113","hydG","hydG","transcriptional regulatory protein ZraR","protein_coding","-","HeLa","FDR>=0.1",0.415592730890687,8.0109161636385,3.02841818922043,0.135720821998069,0.307244123739921,0.256568647442355
"STM14_4221","STM14_4221","SL1344_3472","feoA","feoA","ferrous iron transport protein A","protein_coding","-","HeLa","FDR>=0.1",1.26581647792993,4.71047965516523,3.65081723739523,0.135886469693789,0.307293601217241,0.78145934111189
"STM14_0305","STM14_0305","SL1344_0255","dniR","dniR","membrane-bound lytic murein transglycosylase D","protein_coding","-","HeLa","FDR>=0.1",0.647809996842458,9.04820497250373,3.01618258218198,0.136367257962883,0.308241694555993,0.399929359527761
"STM14_1101","STM14_1101","SL1344_0912","ycaO","ycaO","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.398707233623092,7.97659520130023,3.01321851037608,0.136524511164887,0.308457950575066,0.246144285144069
"STM14_1016","STM14_1016","SL1344_0842","mdfA","mdfA","multidrug translocase","protein_coding","-","HeLa","FDR>=0.1",0.568253432707043,7.41392268995397,3.01172846809287,0.136603659307142,0.308497623746381,0.350814640866444
"STM14_1956","STM14_1956","SL1344_1547","-","SL1344_1547","ribulose-phosphate 3-epimerase","protein_coding","-","HeLa","FDR>=0.1",0.55131397999431,6.83359389650177,3.00843179544872,0.136779002675136,0.308679727478656,0.340356968852775
"STM14_1030","STM14_1030","SL1344_0856","potH","potH","putrescine ABC transporter membrane protein","protein_coding","-","HeLa","FDR>=0.1",-0.530118243175123,7.45975565029534,3.00789572158556,0.136807545418769,0.308679727478656,-0.327271654498051
"STM14_1310","STM14_1310","SL1344_1081","csgA","csgA","cryptic curlin major subunit","protein_coding","-","HeLa","FDR>=0.1",-0.627951290930998,6.3095398146198,3.00169416765947,0.137138353997226,0.309286814575464,-0.387669469166495
"STM14_3730","STM14_3730","SL1344_3063","yqgB","yqgB","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-1.18298641215027,4.7740338721472,3.61305712741503,0.137366686933677,0.309570628569843,-0.730323706715439
"STM14_0566","STM14_0566","SL1344_0474","priC","priC","primosomal replication protein N''","protein_coding","-","HeLa","FDR>=0.1",1.18485229488639,6.29950628600693,2.9934729760214,0.137578640954238,0.309619993079593,0.731475620534688
"STM14_5293","STM14_5293","SL1344_4340","ytfL","ytfL","putative hemolysin-like protein","protein_coding","-","HeLa","FDR>=0.1",-0.404812671326583,9.13155261894712,2.99242842733794,0.137634724878,0.309619993079593,-0.249913513470732
"STM14_2957","STM14_2957","SL1344_2372","-","SL1344_2372","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.04716762177227,6.99766031438683,2.99238100463951,0.137637271865028,0.309619993079593,0.646475167618383
"STM14_5334","STM14_5334","SL1344_4373","-","SL1344_4373","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",1.23885408246268,7.03312142277066,2.99201442601542,0.137656962385357,0.309619993079593,0.764813945697941
"STM14_0177","STM14_0177","SL1344_0148","-","SL1344_0148","putative cytoplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.456417925843762,8.07654846211032,2.9894353128998,0.137795610301838,0.3097927342917,0.281772324677595
"STM14_4936","STM14_4936","SL1344_4056","katG","katG","hydroperoxidase","protein_coding","-","HeLa","FDR>=0.1",-0.436735148045539,8.91475013779364,2.98189391779226,0.1382021547581,0.310097054116508,-0.269621044584761
"STnc760","STnc760","ncRNA0197","STnc760","STnc760","Overlap",NA,"-","HeLa","FDR>=0.1",-1.60017125161015,4.72543848057577,2.98107278091325,0.138246523248615,0.310097054116508,-0.987875251864652
"STM14_4217","STM14_4217","SL1344_3469","ompR","ompR","osmolarity response regulator","protein_coding","-","HeLa","FDR>=0.1",0.853028741068965,7.31023777443592,2.98044985655477,0.138280195155597,0.310097054116508,0.526622373438686
"STM14_0140","STM14_0140","SL1344_0117","ilvH","ilvH","acetolactate synthase 3 regulatory subunit","protein_coding","-","HeLa","FDR>=0.1",1.07098153734245,6.93563651536476,2.97966721986331,0.138322516680994,0.310097054116508,0.661176830217373
"STM14_2597","STM14_2597","SL1344_2080","wcaJ","wcaJ","putative UDP-glucose lipid carrier transferase","protein_coding","-","HeLa","FDR>=0.1",0.567283320869579,7.56745808556642,2.97889436168416,0.138364327400758,0.310097054116508,0.350215736546167
"STM14_4807","STM14_4807","SL1344_3946","yihG","yihG","putative endonuclease","protein_coding","-","HeLa","FDR>=0.1",0.820216759691544,8.91011279020916,2.97768598537072,0.138429734956678,0.310104893737926,0.506365701326385
"STM14_5510","STM14_5510","SL1344_4516","creC","creC","sensory histidine kinase CreC","protein_coding","-","HeLa","FDR>=0.1",0.583820423060674,8.6584885341864,2.97618091689413,0.138511263153999,0.310148823039062,0.360425015069139
"STM14_0601","STM14_0601","SL1344_0504","sfbB","sfbB","putative ABC-type transport system ATPase component","protein_coding","-","HeLa","FDR>=0.1",-0.56964902193057,5.70229288791257,2.97111786935377,0.138786022741307,0.310454183136182,-0.351676216184901
"STM14_0477","STM14_0477","SL1344_0398","yajB","yajB","acyl carrier protein phosphodiesterase","protein_coding","-","HeLa","FDR>=0.1",-0.653165701902839,6.15870971259862,2.97052650753831,0.1388181647968,0.310454183136182,-0.403235735942231
"STM14_3275","STM14_3275","SL1344_2630","yfiN","yfiN","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-0.698252676004856,7.9811224773447,2.96907885819817,0.138896892747938,0.310454183136182,-0.431070447915732
"STM14_0881","STM14_0881","SL1344_0734","pnuC","pnuC","nucleoside/purine/pyrimidine transporter","protein_coding","-","HeLa","FDR>=0.1",0.46694665521814,7.30478256237291,2.96784324599734,0.13896413937237,0.310454183136182,0.288272298459815
"STM14_4222","STM14_4222","SL1344_3473","feoB","feoB","ferrous iron transport protein B","protein_coding","-","HeLa","FDR>=0.1",1.03241347606757,8.99001601547351,2.96682645562162,0.13901951143431,0.310454183136182,0.637366607900533
"STM14_0039","STM14_0039","SL1344_0032","-","SL1344_0032","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",-1.148120969208,4.77361582892722,2.96200240136706,0.139282643970806,0.310903192357293,-0.708799317876863
"STM14_3242","STM14_3242","SL1344_2609","yfiK","yfiK","neutral amino-acid efflux protein","protein_coding","-","HeLa","FDR>=0.1",-2.47468695328489,5.63876312003874,2.9510392705385,0.139883263614809,0.311952621200393,-1.52776272839707
"STM14_1815","STM14_1815","SL1344_1433","ynfB","ynfB","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",1.09342201305516,5.59461302716816,3.54760678577547,0.140001925107,0.311952621200393,0.675030591540949
"STM14_0828","STM14_0828","SL1344_0690","phrB","phrB","deoxyribodipyrimidine photolyase","protein_coding","-","HeLa","FDR>=0.1",0.514226560711624,7.84436266760496,2.94462780221101,0.14023621762867,0.311952621200393,0.317460829687653
"STM14_0561","STM14_0561","SL1344_0470","acrR","acrR","DNA-binding transcriptional repressor AcrR","protein_coding","-","HeLa","FDR>=0.1",-0.865216768952143,6.84400212818481,2.9432674653318,0.140311266743203,0.311952621200393,-0.534146725037125
"STM14_0006","STM14_0006","SL1344_0006","yaaJ","yaaJ","putative alanine/glycine transport protein","protein_coding","-","HeLa","FDR>=0.1",-0.876170135815451,8.62141362396694,2.94304130262062,0.140323749537317,0.311952621200393,-0.540908851302028
"STM14_5157","STM14_5157","SL1344_4224","phnO","phnO","aminoalkylphosphonic acid N-acetyltransferase","protein_coding","-","HeLa","FDR>=0.1",0.76137161866617,7.33235893541495,2.94255683864066,0.140350494265217,0.311952621200393,0.470037303067162
"STM14_1190","STM14_1190","SL1344_0988","-","SL1344_0988","tail fiber protein","protein_coding","-","HeLa","FDR>=0.1",0.779462523263429,7.17180810868816,2.94210280538644,0.140375565619023,0.311952621200393,0.481205830759116
"STM14_0684","STM14_0684","SL1344_0574","fes","fes","enterobactin/ferric enterobactin esterase","protein_coding","-","HeLa","FDR>=0.1",1.064238221206,8.02518408861483,2.9387118005898,0.140563014757279,0.312180674921738,0.657013803841292
"STM14_0392","STM14_0392","SL1344_0331","stbE","stbE","putative fimbrial chaparone","protein_coding","-","HeLa","FDR>=0.1",0.821956668135714,6.74657566542551,2.93727142563466,0.14064274348748,0.312180674921738,0.507439844166269
"STM14_3936","STM14_3936","SL1344_3224","-","SL1344_3224","putative sugar kinase","protein_coding","-","HeLa","FDR>=0.1",-0.430931114289153,7.53764446105903,2.93565057785351,0.140732538431437,0.312180674921738,-0.266037889779829
"STM14_1878","STM14_1878","SL1344_1485","-","SL1344_1485","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",-0.741822988298317,6.67376281698812,2.93476667956502,0.140781540571516,0.312180674921738,-0.457968839689371
"STM14_3908","STM14_3908","SL1344_3199","yqjA","yqjA","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-1.07362918933886,6.78676392217231,2.93461760804979,0.140789807276544,0.312180674921738,-0.662811373945221
"STM14_0587","STM14_0587","SL1344_0492","cueR","cueR","DNA-binding transcriptional regulator CueR","protein_coding","-","HeLa","FDR>=0.1",0.702590326293145,5.96021200287751,2.93159602200273,0.140957516384672,0.31241424759771,0.433748322153712
"STM14_3937","STM14_3937","SL1344_3225","agaR","agaR","AGA operon transcriptional repressor","protein_coding","-","HeLa","FDR>=0.1",0.889189916920874,8.29901731183049,2.93032037433761,0.141028404391857,0.312433117027337,0.548946690705654
"STM14_4109","STM14_4109","SL1344_3373","def","def","peptide deformylase","protein_coding","-","HeLa","FDR>=0.1",-1.07129420347541,3.89614495204796,3.50989670886087,0.1414688589521,0.313021694032193,-0.661369856516612
"STM14_5251","STM14_5251","SL1344_4302","yjfH","yjfH","23S rRNA (guanosine-2'-O-)-methyltransferase","protein_coding","-","HeLa","FDR>=0.1",-2.76693205472563,6.42764003693049,3.13593571441248,0.141472894356136,0.313021694032193,-1.70818198221224
"STM14_0286","STM14_0286","SL1344_0245","rcsF","rcsF","outer membrane lipoprotein","protein_coding","-","HeLa","FDR>=0.1",-1.33524908629249,4.95691663049702,3.51162366666663,0.141481556256515,0.313021694032193,-0.824323975384481
"STM14_4373","STM14_4373","SL1344_3595","dppB","dppB","dipeptide transporter permease DppB","protein_coding","-","HeLa","FDR>=0.1",-0.503395202387736,7.72277141372844,2.9119526824535,0.142054719280417,0.314012395796826,-0.310774026121172
"STM14_0318","STM14_0318","SL1344_0265","-","sciF","putative cytoplasmic protein","protein_coding","SPI-6","HeLa","FDR>=0.1",-0.48745437961631,7.96237965685828,2.90942720938651,0.142196659045235,0.314081598796184,-0.300932864249025
"STM14_4375","STM14_4375","SL1344_3596","dppA","dppA","dipeptide transport protein","protein_coding","-","HeLa","FDR>=0.1",0.586451671286608,9.27106772174501,2.90916455436081,0.142211432635206,0.314081598796184,0.362049431831593
"STM14_2531","STM14_2531","SL1344_2018","pduE","pduE","propanediol dehydratase small subunit","protein_coding","-","HeLa","FDR>=0.1",0.723581768793097,6.55440861292145,2.90461270221688,0.142467806810868,0.314509142492568,0.446707514193799
"STM14_0301","STM14_0301","SL1344_0251","yafC","yafC","putative transcriptional regulator","protein_coding","-","HeLa","FDR>=0.1",-0.615796664271604,7.10324742800273,2.90187754796106,0.142622173917459,0.314711219890992,-0.380165738012478
"STM14_2422","STM14_2422","SL1344_1925","umuC","umuC","DNA polymerase V subunit UmuC","protein_coding","-","HeLa","FDR>=0.1",-0.617424531396482,7.42657096420891,2.90010940347042,0.142722090842949,0.31479302203097,-0.381170711476645
"STM14_4044","STM14_4044","SL1344_3324","oadA","oadA2","pyruvate carboxylase subunit B","protein_coding","-","HeLa","FDR>=0.1",1.44388301661752,4.7299477934623,2.89538645485071,0.142989468773005,0.315243947660204,0.891389779230726
"STM14_4877","STM14_4877","SL1344_4003","-","SL1344_4003","putative periplasmic dicarboxylate-binding protein","protein_coding","-","HeLa","FDR>=0.1",1.22672218863266,9.57005217037136,2.89303963745194,0.143122591878649,0.315398619762495,0.757324248791522
"STM14_5085","STM14_5085","SL1344_4166","malE","malE","maltose ABC transporter periplasmic protein","protein_coding","-","HeLa","FDR>=0.1",0.433049988480367,9.482579099818,2.88981825523923,0.143305610678111,0.315663062395187,0.267345989380549
"STM14_1125","STM14_1125","SL1344_0932","ycbB","ycbB","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.467792961675479,8.29431520514314,2.88750527144077,0.143437224496767,0.315814091210683,0.288794770791359
"STM14_0408","STM14_0408","SL1344_0345","-","SL1344_0345","outer membrane efflux-like protein","protein_coding","-","HeLa","FDR>=0.1",0.747023503171736,7.94120999843743,2.88106491607347,0.143804598232571,0.316344853995146,0.461179408517698
"STM14_0221","STM14_0221","SL1344_0188","sfsA","sfsA","sugar fermentation stimulation protein A","protein_coding","-","HeLa","FDR>=0.1",0.729773139599125,7.90728745066616,2.87245283689239,0.144297939042158,0.317286259900668,0.45052979383308
"STM14_2139","STM14_2139","SL1344_1697","ychN","ychN","putative sulfur reduction protein","protein_coding","-","HeLa","FDR>=0.1",0.753100754765779,6.3538217382327,2.87082293256958,0.144391577531952,0.317286259900668,0.464931235981833
"STM14_5027","STM14_5027","SL1344_4116","yjaB","yjaB","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",0.585787352868018,5.35049726902686,2.87028372921285,0.144422573881718,0.317286259900668,0.361639310899585
"STM14_4330","STM14_4330","SL1344_3565","-","SL1344_3565","putative sugar kinase","protein_coding","-","HeLa","FDR>=0.1",-0.884105741493073,6.94540846156829,2.86708166757976,0.14460684027104,0.317551803120403,-0.545807944726929
"STM14_2178","STM14_2178","SL1344_1730","dadX","alr-a","alanine racemase","protein_coding","-","HeLa","FDR>=0.1",0.684947664528156,6.66344247285846,2.86484167884518,0.144735941182075,0.317556867884807,0.422856519843732
"STM14_3855","STM14_3855","SL1344_3156","yqiA","yqiA","esterase YqiA","protein_coding","-","HeLa","FDR>=0.1",-0.623866531303996,6.90862855358256,2.8596554265225,0.145035476563936,0.317784090647746,-0.385147718484328
"STM14_4015","STM14_4015","SL1344_3299","yhbL","yhbL","isoprenoid biosynthesis protein","protein_coding","-","HeLa","FDR>=0.1",-1.13417644017454,6.50103184148553,2.85918124431581,0.145062907095942,0.317784090647746,-0.700190579832606
"STM14_0329","STM14_0329","SL1344_0276","-","sciO","putative cytoplasmic protein","protein_coding","SPI-6","HeLa","FDR>=0.1",0.394264492950607,8.24475827958163,2.8587835726724,0.145085917308744,0.317784090647746,0.243401532731548
"STM14_3842","STM14_3842","SL1344_3144","-","SL1344_3144","putative inner membrane protein","protein_coding","-","HeLa","FDR>=0.1",-1.52642268666684,7.2590786754526,2.857560531194,0.14515671778839,0.317784090647746,-0.942346136093624
"STM14_0865","STM14_0865","SL1344_0725","ybgE","ybgE","hypothetical protein","protein_coding","-","HeLa","FDR>=0.1",-1.18952273277971,5.04218451361641,3.41549594225637,0.145565134009667,0.318399893560883,-0.734358943182523
