"locus_tag","gene_name","gene_function","DNA_molecule","SPI","COG","description","theme","model","DE","logFC","logCPM","F","PValue","FDR","zscore","DE_rec"
"SL1344_2311","SL1344_2311","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.044360918463307,8.10475207852185,0.975792917841084,0.327366364241338,0.706359868618342,-0.162151275069014,"FDR>=0.05"
"SL1344_1099","dinI","damage-inducible protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.176577806860826,3.58971192238813,0.974044097758573,0.327796610207744,0.706458068171269,0.645440119889676,"FDR>=0.05"
"SL1344_2492","SL1344_2492","dimethyl sulfoxide reductase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0453800358510247,8.06147633520844,0.974006362316983,0.32780590231336,0.706458068171269,-0.16587642751373,"FDR>=0.05"
"SL1344_4251","rtsA","Regulator of SPI-1","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.259165260435455,3.74958349638171,0.994353204253555,0.327855723364928,0.706458068171269,0.947319823144828,"FDR>=0.05"
"SL1344_2234","alkB","AlkB protein","Chromosome","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0982610017222966,5.27587630794466,0.970734210448862,0.328613002133799,0.707770448889892,-0.359170803282805,"FDR>=0.05"
"SL1344_1859","flhC","flagellar transcriptional activator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0817773242342673,5.92550160010471,0.968594826135351,0.329142147942409,0.708590512364744,-0.29891845921285,"FDR>=0.05"
"SL1344_2063","rfbU","glycosyltransferase","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.126396543532199,4.49482885797627,0.967399815269685,0.329438217811899,0.708899153475411,-0.462013894392536,"FDR>=0.05"
"SL1344_2993","ygeA","conserved hypothetical protein","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0797785265036927,6.36591645416039,0.971723359239947,0.329725277285714,0.708899153475411,0.291612307495415,"FDR>=0.05"
"SL1344_0199","stfE","minor fimbrial subunit stfe (putaive minor fimbrial subunit)","Chromosome","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.165142637002381,4.00443826579312,0.966219927185608,0.32973089421338,0.708899153475411,-0.603641450308222,"FDR>=0.05"
"ncRNA0266","STnc1710","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.0868957533963835,5.61394301646032,0.964261468440985,0.330217475109234,0.709625762217188,0.317627716003241,"FDR>=0.05"
"SL1344_0389","araJ","transmembrane efflux protein","Chromosome","-","EGP","Amino acid transport and metabolism;Carbohydrate transport and metabolism;Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0505897582373612,7.55119846232716,0.960380190066543,0.331184656750767,0.710869274369223,-0.184919385977243,"FDR>=0.05"
"SL1344_0358","SL1344_0358","AraC-family transcriptional regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0676064831124191,6.45388922441552,0.960027001983354,0.331272858500027,0.710869274369223,-0.247120163859504,"FDR>=0.05"
"SL1344_3201","yqjC","hypothetical exported protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0785677773195061,6.14698004246169,0.959962930830549,0.331288862414123,0.710869274369223,-0.287186688486489,"FDR>=0.05"
"SL1344_1496","sfcA","NAD-linked malic enzyme; malate oxidoreductase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0488250747728346,7.75654333418356,0.959353866488148,0.331441048916875,0.710869274369223,0.178468985855278,"FDR>=0.05"
"SL1344_3331","mdh","malate dehydrogenase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.484380302317797,4.50211543973287,1.06288755088655,0.331631641571962,0.710869274369223,-1.77054232328647,"FDR>=0.05"
"SL1344_2638","SL1344_2638","predicted bacteriophage protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.084430106404757,5.86107528302124,0.958360874399112,0.331689370323483,0.710869274369223,-0.308615102707305,"FDR>=0.05"
"SL1344_1365","ydhD","conserved hypothetical protein","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.181879223119654,3.52502392806142,0.955798053710072,0.332331431048609,0.711652695151857,-0.664818244505189,"FDR>=0.05"
"SL1344_1951","SL1344_1951","predicted bacteriophage protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0852278522184039,5.77084248483274,0.955712130702524,0.332352986426941,0.711652695151857,-0.311531081576652,"FDR>=0.05"
"SL1344_0363","prpB","carboxyvinyl-carboxyphosphonate phosphorylmutase","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.107088850806136,5.15940166733,0.954419068317181,0.332677604167677,0.712028489422078,-0.391439003190464,"FDR>=0.05"
"SL1344_3099","SL1344_3099","hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0448992086360903,8.2113327325962,0.950341070575547,0.333704189979131,0.713888884015886,0.164118872695428,"FDR>=0.05"
"SL1344_0303","sciZ","probable secreted protein (SPI-6 associated)","Chromosome","SPI-6","NPTU","Cell motility;Inorganic ion transport and metabolism;Signal transduction mechanisms;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling;Metabolism","Macrophage-SL1344","FDR>0.05",-0.040749501230332,8.49696072440904,0.949779725342305,0.333845838326173,0.713888884015886,-0.148950558550543,"FDR>=0.05"
"SL1344_2849","orgB","oxygen-regulated invasion protein","Chromosome","SPI-1","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0497966699571931,7.57955291538635,0.948939830946866,0.334057927562565,0.714022651795544,0.182020431665061,"FDR>=0.05"
"SL1344_3312","yhcK","hypothetical GntR-family transcriptional regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0643822147107445,6.57955704625866,0.94676896895646,0.334606960060379,0.714876167466806,-0.235334582077001,"FDR>=0.05"
"SL1344_2632","SL1344_2632","hypothetical exported protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0749506783290793,6.12720808449958,0.944039394759236,0.33529903866026,0.71574431796858,-0.273965203592444,"FDR>=0.05"
"SL1344_0356","SL1344_0356","probable terminal oxidase subunit II","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0636731020717011,6.73620064211186,0.943984026832324,0.335313097234704,0.71574431796858,-0.232742581672781,"FDR>=0.05"
"SL1344_2199","rsuA","ribosomal small subunit pseudouridine synthase","Chromosome","-","J","Translation, ribosomal structure and biogenesis","Information storage and processing","Macrophage-SL1344","FDR>0.05",0.0944820063866523,5.36604553926742,0.940879182622508,0.336102739414698,0.716796522499033,0.345357543021716,"FDR>=0.05"
"SL1344_2312","SL1344_2312","hypothetical sugar phosphotransferase component II B","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.10577281599515,4.99294618818868,0.940865343652581,0.336106264685934,0.716796522499033,0.38662853645468,"FDR>=0.05"
"SL1344_3941","mobB","molybdopterin-guanine dinucleotide biosynthesis protein B","Chromosome","-","H","Coenzyme transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0934424009735907,5.30175376405609,0.939610805698841,0.336426048804159,0.717158206714223,0.341557501247648,"FDR>=0.05"
"SL1344_1857","motB","motility protein B","Chromosome","-","N","Cell motility","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0725712238578684,6.232464509775,0.938780865018922,0.336637830051832,0.717289441542837,-0.265267647503865,"FDR>=0.05"
"SL1344_3344","mreD","rod shape-determining protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.148233160468542,4.1753971277234,0.93680599025737,0.337142502320071,0.717799353884293,-0.541832694410178,"FDR>=0.05"
"SL1344_2136","yehT","hypothetical two-component system response regulator","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.246484541054079,2.63274193947933,0.936101868764152,0.337322687449378,0.717799353884293,-0.900968329809917,"FDR>=0.05"
"SL1344_1927","SL1344_1927","conserved hypothetical protein","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.130036204092427,4.5314403075962,0.936080666305873,0.337328115207613,0.717799353884293,-0.475317847987354,"FDR>=0.05"
"SL1344_0179","yadI","hypothetical PTS system IIA component","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0673324364435636,6.43819029539192,0.935055422596527,0.337590716325346,0.717936686399365,0.246118448423425,"FDR>=0.05"
"SL1344_3791","torT","Solute binding receptor protein","Chromosome","-","G","Carbohydrate transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0620860557289329,6.72679006200615,0.934654975159594,0.337693360765021,0.717936686399365,-0.22694149375603,"FDR>=0.05"
"SL1344_2870","spaO","surface presentation of antigens protein (associated with type III secretion and virulence)","Chromosome","SPI-1","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0524553968385247,7.28096392694426,0.932972869054255,0.338124990884383,0.718235044576969,0.191738804701561,"FDR>=0.05"
"SL1344_0200","stfF","minor fimbrial subunit stff","Chromosome","-","NU","Cell motility;Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.170479845025484,3.59286177750801,0.932685778551438,0.338198733786028,0.718235044576969,-0.623150403599407,"FDR>=0.05"
"ncRNA0320","STnc3430","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0882692313591779,5.54312104043146,0.932350253274513,0.338284945602849,0.718235044576969,-0.322648153150648,"FDR>=0.05"
"SL1344_3447","yhfL","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0891190827887702,5.57289331709928,0.93019764526777,0.338838763503589,0.718961171796009,-0.325754592279982,"FDR>=0.05"
"SL1344_1306","sufD","conserved hypothetical protein","Chromosome","-","O","Post-translational modification, protein turnover, and chaperones","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.059643608827136,6.95879666405254,0.929850922379793,0.338928083290642,0.718961171796009,-0.218013683125997,"FDR>=0.05"
"SL1344_P2_0047A","SL1344_P2_0047A","conserved hypothetical plasmid protein","pCol1B9","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",-0.0865790261888323,5.55740935727435,0.927328714250009,0.339578802052604,0.719910673390841,-0.316469991539173,"FDR>=0.05"
"SL1344_1314","orf32","hypothetical hydrolase","Chromosome","-","I","Lipid transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0433632906385907,8.07321169899827,0.92694780037556,0.33967722453394,0.719910673390841,0.158504672847379,"FDR>=0.05"
"SL1344_4244","SL1344_4244","hypothetical dimethyl sulfoxide reductase subunit C","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.079433175450373,5.83275220424301,0.924987253940689,0.340184418029451,0.720665748043757,-0.290349955055879,"FDR>=0.05"
"SL1344_0317","proB","glutamate 5-kinase","Chromosome","-","F","Nucleotide transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",-0.0724842537224908,6.19364312324237,0.923789703644876,0.340494734031984,0.721003261642005,-0.264949747901401,"FDR>=0.05"
"SL1344_4268","yjeI","hypothetical membrane protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",0.0793141903013154,6.00513219479145,0.922792529146559,0.340753423109557,0.721055950043363,0.289915031832864,"FDR>=0.05"
"SL1344_0880","ybjY","hypothetical exported protein","Chromosome","-","M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0441435396782283,8.00257146649072,0.922278537558651,0.340886868932309,0.721055950043363,-0.161356696228122,"FDR>=0.05"
"SL1344_3137","yqhC","probable AraC-family trancriptional regulatory protein","Chromosome","-","K","Transcription","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0622806422548858,6.67626523244625,0.921948336368089,0.340972635643542,0.721055950043363,-0.227652760663648,"FDR>=0.05"
"SL1344_1507","narU","nitrite extrusion protein","Chromosome","-","P","Inorganic ion transport and metabolism","Metabolism","Macrophage-SL1344","FDR>0.05",0.0664526246931376,6.47365446192699,0.920458332806834,0.341360017974696,0.721555593549877,0.242902496137174,"FDR>=0.05"
"SL1344_3036","ygfE","conserved hypothetical protein","Chromosome","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",0.0973150668296665,5.21822293285386,0.91940941342009,0.341633085503058,0.721813266936771,0.355713152848918,"FDR>=0.05"
"ncRNA0235","STnc1290","non-coding","Chromosome","-","-","no category","no theme","Macrophage-SL1344","FDR>0.05",0.116365941691465,4.89190157697465,0.918837630390596,0.341921233238227,0.721986182276918,0.425349304602089,"FDR>=0.05"
"SL1344_3243","yhbP","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0712983126161295,6.22987037911854,0.917935384927816,0.34201732865139,0.721986182276918,-0.260614809193757,"FDR>=0.05"
"SL1344_1886","tnpA_2b","transposase","Chromosome","-","L","Replication, recombination and repair ","Information storage and processing","Macrophage-SL1344","FDR>0.05",-0.0644330148367213,6.38513848117751,0.916381393945793,0.342423057736807,0.722523243788446,-0.235520270414532,"FDR>=0.05"
"SL1344_0957","SL1344_0957","DNA Damage Inducible Protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0809807260918575,5.92688099875691,0.915461742491718,0.342663478983567,0.722711180276737,-0.296006675395385,"FDR>=0.05"
"SL1344_0020","SL1344_0020","conserved hypothetical protein","Chromosome","-","T","Signal transduction mechanisms","Cellular processes and signaling","Macrophage-SL1344","FDR>0.05",-0.0563177235088012,7.24150441171827,0.914348536336773,0.342954810411112,0.723006278019011,-0.205856663754376,"FDR>=0.05"
"SL1344_1714","hyaA","hydrogenase-1 small subunit","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.115226046888941,4.56431146745294,0.9115064873555,0.343700131588616,0.723125931593175,0.421182677713452,"FDR>=0.05"
"SL1344_1685","ychK","conserved hypothetical protein","Chromosome","-","S","Function Unknown","Poorly characterised","Macrophage-SL1344","FDR>0.05",-0.0835870636877455,6.00337081447673,0.912548263353758,0.343761644651993,0.723125931593175,-0.305533551282392,"FDR>=0.05"
"SL1344_2028","pduQ","hypothetical propanol dehydrogenase","Chromosome","-","C","Energy production and conversion","Metabolism","Macrophage-SL1344","FDR>0.05",0.0709196278212908,6.50409333813708,0.912235273784345,0.343847672893675,0.723125931593175,0.259230612823181,"FDR>=0.05"
