"locus_tag","logFC","logCPM","F","PValue","FDR","gene_name","gene_function","DNA_molecule","DE","spi","COG","description","theme","SL1344_tag"
"STMMW_44781",0.0745409232672681,9.1878480164513,1.73903858669505,0.218359335458756,0.458788396292163,"cstAb","probable carbon starvation protein","Chromosome","FDR>=0.05","-","T","Signal transduction mechanisms","Cellular processes and signaling","SL1344_4463"
"STMMW_23171",0.0826672957700937,8.38833007368132,1.73860610757405,0.218412057417668,0.458788396292163,"STMMW_23171","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_2262"
"SLT-BT0594",0.114651296731542,7.30336053471742,1.72913784080678,0.219570624970648,0.460952919429591,"SLT-BT0594","hypothetical protein","pSLT-BT","FDR>=0.05",NA,NA,"no category","no theme","SLT-BT0594"
"STMMW_23801",0.0707926518349622,9.52392019859775,1.72863206610959,0.219632746793835,0.460952919429591,"STMMW_23801","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"E","Amino acid transport and metabolism","Metabolism","SL1344_2327"
"STMMW_18031",0.203957643620219,5.47271934683461,1.72214988954668,0.220431030248072,0.462428040078856,"ycgN","Hypothetical UPF0260 protein <ORFName>","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1739"
"STMMW_ncRNA_273",-0.238266622433254,5.04192316411649,1.71990413130962,0.220708512296653,0.462648138019945,"STnc880","noncoding RNA","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_ncRNA_273"
"SLT-BT0421",0.0698606159787919,8.79118866603555,1.71975555223488,0.220726887144472,0.462648138019945,"istB","istb (istb-1 transposition-associated protein)","pSLT-BT","FDR>=0.05",NA,NA,"no category","no theme","SLT-BT0421"
"STMMW_32291",-0.158477046403443,6.19365062177072,1.71806820475546,0.220935707622026,0.462885620033004,"yqjC","putative exported protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3201"
"STMMW_03071",0.192618921118114,6.05667605250346,1.7162344658981,0.221162948399459,0.462893373858761,"STMMW_03071","putative transposase","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_0293"
"SLT-BT0821",-0.118294930674756,7.49512448199995,1.71602947507628,0.221188370956179,0.462893373858761,"traL","conjugative transfer assembly protein","pSLT-BT","FDR>=0.05","-",NA,"no category","no theme","SLT-BT0821"
"STMMW_27771",0.132981331199367,6.71335893352948,1.71498348203562,0.221318154576867,0.462893373858761,"proW","glycine betaine/L-proline transport system permease protein P","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_2795"
"STMMW_40531",0.126160363011861,7.04276664069689,1.71493026374489,0.221324760496249,0.462893373858761,"yiiU","conserved hypothetical protein","Chromosome","FDR>=0.05","-","D","Cell cycle control, cell division, chromosome partitioning","Cellular processes and signaling","SL1344_4037"
"STMMW_02071",0.0690869997366898,8.96032961335505,1.71348227378718,0.221504600183377,0.462893373858761,"STMMW_02071","putative exported protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_0202"
"STMMW_23751",0.098420888421738,7.9218644360927,1.7134184404679,0.221512532806122,0.462893373858761,"hisQ","histidine transport system permease protein","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2322"
"STMMW_32121",-0.533421592006729,2.64827655575465,1.70349583384777,0.222750318345596,0.46527932875119,"STMMW_32121","repressor protein","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","STMMW_32121"
"STMMW_03581",0.118959290195777,7.4074503345887,1.70107826614299,0.223053314842914,0.465612263362712,"P","BTP1 replication associated protein","Chromosome","FDR>=0.05",NA,"F","Nucleotide transport and metabolism","Metabolism","STMMW_03581"
"STMMW_07501",0.123236221334597,7.36538774632549,1.6982260495122,0.223411505317676,0.465612263362712,"STMMW_07501","LysR-family transcriptional regulator","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","SL1344_0674"
"STMMW_09101",-0.131656638088953,6.89362041390743,1.69774980343625,0.223471389793933,0.465612263362712,"STMMW_09101","LysR transcriptional regulator","Chromosome","FDR>=0.05",NA,"K","Transcription","Information storage and processing","SL1344_0835"
"STMMW_08801",0.163289685270359,6.37573627864271,1.69732874257056,0.223524353263449,0.465612263362712,"glnP","glutamine transport system permease protein GlnP","Chromosome","FDR>=0.05","-","P","Inorganic ion transport and metabolism","Metabolism","SL1344_0804"
"STMMW_13031",-0.226263451685899,5.16801583782354,1.69713844801207,0.22354829519812,0.465612263362712,"ydjA","putative nitroreductase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_1231"
"SLT-BT0001",-0.102402900322301,7.67037533134773,1.69710478154184,0.22355253131152,0.465612263362712,"srgC","putative bacterial regulatory protein (AraC family)","pSLT-BT","FDR>=0.05","-",NA,"no category","no theme","SLT-BT0001"
"STMMW_40421",-0.0679495319983437,10.0854014881009,1.69686836543721,0.22358228164363,0.465612263362712,"yneA","putative ABC transport protein, solute-binding component","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_4026"
"STMMW_13071",0.362694469158876,4.41147684069376,1.69322148748373,0.224041881671899,0.466368968463069,"STMMW_13071","putative exported protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1235"
"STMMW_00861",-0.301859423745566,5.25548310735452,1.69695408443154,0.224480761876832,0.467079405351018,"STMMW_00861","","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","SL1344_0083A"
"STMMW_36921",-0.0686118634835729,8.87122034021556,1.68899650331669,0.224575941904224,0.467079405351018,"pmgI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","Chromosome","FDR>=0.05","-","G","Carbohydrate transport and metabolism","Metabolism","SL1344_3670"
"STMMW_ncRNA_136",0.300041165033268,4.44161096766257,1.68703438558615,0.224824551413758,0.46739587136468,"STnc1280","noncoding RNA","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_ncRNA_136"
"STMMW_10771",0.130417601359217,7.73224607296562,1.68470521211573,0.225120153761012,0.467809719179188,"pqiB","putative secreted protein","Chromosome","FDR>=0.05","-","Q","Secondary metabolites biosynthesis, transport, and catabolism","Metabolism","SL1344_1004"
"STMMW_16361",0.115072682488865,7.31856839960815,1.67541051036159,0.226305041289401,0.470070394379956,"hrpA","ATP-dependent helicase HrpA","Chromosome","FDR>=0.05","-","L","Replication, recombination and repair ","Information storage and processing","SL1344_1571"
"STMMW_15481",0.386907044043609,3.30771261114785,1.67339858836377,0.226562635642327,0.470349301709851,"STMMW_15481","(pseudogene)","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_1483"
"STMMW_ncRNA_282",-0.371906321926059,3.85371886686428,1.67252313162235,0.22667484824549,0.470349301709851,"STnc2160","noncoding RNA","Chromosome","FDR>=0.05","-",NA,"no category","no theme","STMMW_ncRNA_282"
"STMMW_12531",0.268641437690994,5.30793987330487,1.67208922299409,0.226730492941439,0.470349301709851,"cspH","cold shock protein (CspH)","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_1182"
"STMMW_20371",0.122655745637611,6.98744904574139,1.67035429834273,0.226953166291833,0.470485014615257,"STMMW_20371","putative DNA-binding protein","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_1981"
"STMMW_18801",0.115389965534781,7.46821948152578,1.67006685587743,0.226990087530019,0.470485014615257,"yebB","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_1832"
"STMMW_20291",0.191520984280032,5.83488929035747,1.66847848865188,0.227194256453391,0.470706869077869,"STMMW_20291","predicted phage protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1971"
"STMMW_30431",-0.105790903817375,7.56926432204982,1.66658189277571,0.227438372278309,0.471011261564395,"STMMW_30431","zinc binding dehydrogenase","Chromosome","FDR>=0.05",NA,"E","Amino acid transport and metabolism","Metabolism","SL1344_3058"
"STMMW_44511",-0.161256637799678,6.59394592793302,1.66379857643062,0.227797266374284,0.471552991392473,"STMMW_44511","putative exported protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_4435"
"PBT1-0511",0.481898788388548,2.7957753084293,1.65591860580364,0.22881753419245,0.472754353478495,"PBT1-0511","hypothetical protein","pPBT1","FDR>=0.05",NA,NA,"no category","no theme","PBT1-0511"
"STMMW_19752",0.50486755224419,2.91086567740114,1.65585470157333,0.22882583365332,0.472754353478495,"STMMW_19752","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_19752"
"STMMW_17081",0.383787211202529,3.47721634523535,1.65570558957846,0.228845200931131,0.472754353478495,"cysB","cys regulon transcriptional activator","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_1645"
"STMMW_35671",-0.70694905891507,1.43841830533521,1.65471993681536,0.228973277683839,0.472754353478495,"yhhP","conserved hypothetical protein","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3543"
"STMMW_30251",0.206879104343422,5.61342953537157,1.65443935421965,0.229009754717831,0.472754353478495,"STMMW_30251","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,NA,"no category","no theme","STMMW_30251"
"STMMW_07181",0.188968571746263,5.91222960068298,1.6542314897462,0.229036783160074,0.472754353478495,"ybeL","conserved hypothetical protein","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_0641"
"STMMW_44171",0.148019699405642,6.98590723542676,1.65404905909649,0.229060508041169,0.472754353478495,"miaE","tRNA hydroxylase","Chromosome","FDR>=0.05","-","FJ","Nucleotide transport and metabolism; Translation, ribosomal structure and biogenesis","Metabolism;Information storage and processing","SL1344_4401"
"STMMW_04851",-0.280426571906744,4.31893363309906,1.6531051139254,0.229183320394279,0.47280645833575,"nrdR","conserved hypothetical protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0409"
"STMMW_15681",0.329545823397147,3.98288581438375,1.65029320958255,0.229549695933472,0.473360777231321,"STMMW_15681","conserved hypothetical protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_1504"
"STMMW_35531",-0.0697938272032744,8.6915420423547,1.64886660497141,0.229735879544488,0.473543203859035,"livK","leucine-specific binding protein","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_3530"
"STMMW_04081",-0.102586923404839,7.73071107767152,1.64424654074349,0.23034024914537,0.474587094965334,"stbC","outer membrane fimbrial usher protein","Chromosome","FDR>=0.05","-","NU","Cell motility; Intracellular trafficking, secretion, and vesicular transport","Cellular processes and signaling","SL1344_0333"
"STMMW_22321",-0.128263079385525,7.09838683285046,1.64270799092456,0.23054199383254,0.474678842552368,"lysP","lysine-specific permease","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_2177"
"STMMW_01201",-0.120027784941492,7.25797536492636,1.64190797970938,0.230646991660883,0.474678842552368,"leuL","leu operon leader peptide","Chromosome","FDR>=0.05","-",NA,"no category","no theme","SL1344_0114"
"STMMW_02371",0.4247653796053,4.68622175117538,1.70025273790361,0.230678636857372,0.474678842552368,"dnaE","DNA polymerase III, alpha chain","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_0232"
"STMMW_34621",0.0915079813556817,8.05710141339477,1.63580106252823,0.231450648187276,0.475867632330833,"yhfG","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3438"
"STMMW_07001",-0.476013038368166,3.44416573045058,1.63578515568453,0.231452746472095,0.475867632330833,"lipB","lipoate-protein ligase B (lipoate biosynthesis protein B)","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_0623"
"STMMW_20571",0.103794929931863,7.57046908534678,1.63485661526374,0.231575275956041,0.47591763667641,"cbiJ","cobalt-precorrin-6a reductase (ec 1.3.1.-)","Chromosome","FDR>=0.05","-","H","Coenzyme transport and metabolism","Metabolism","SL1344_2002"
"SLT-BT0911",0.0650606336036116,9.70653156277701,1.63299173979938,0.231821630806004,0.476090204492656,"traC","conjugative transfer assembly protein","pSLT-BT","FDR>=0.05","-",NA,"no category","no theme","SLT-BT0911"
"STMMW_35561",0.0892998310531213,8.26000484650686,1.63273380261083,0.231855733100014,0.476090204492656,"livJ","leu/ile/val/thr-binding protein","Chromosome","FDR>=0.05","-","E","Amino acid transport and metabolism","Metabolism","SL1344_3532"
"STMMW_34501",0.0672943794548416,10.1710024051042,1.62824630295115,0.232450129214989,0.477058729984544,"yheR","putative oxidoreductase","Chromosome","FDR>=0.05","-","C","Energy production and conversion","Metabolism","SL1344_3425"
"STMMW_03791",-0.0959124459309331,9.07755247802693,1.64612790676974,0.232524292245871,0.477058729984544,"STMMW_03791","BTP1 portal protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","STMMW_03791"
"STMMW_09711",-0.140194684722354,6.37758316873332,1.62576356209163,0.232779876438348,0.477380990783003,"lrp","leucine-responsive regulatory protein","Chromosome","FDR>=0.05","-","K","Transcription","Information storage and processing","SL1344_0897"
"STMMW_37611",0.126822391787004,7.52178838009191,1.62128800099203,0.23337591600467,0.478200861225119,"STMMW_37611","putative PTS system protein","Chromosome","FDR>=0.05",NA,"G","Carbohydrate transport and metabolism","Metabolism","SL1344_3737"
"STMMW_34001",-0.543747149725606,2.27593120785177,1.62127972903815,0.233377019561991,0.478200861225119,"fmt","methionyl-tRNA formyltransferase","Chromosome","FDR>=0.05","-","J"," Translation, ribosomal structure and biogenesis","Information storage and processing","SL1344_3374"
"STMMW_04221",0.120162072496151,7.61860136102254,1.62033414320064,0.233503216669293,0.478257222307437,"STMMW_04221","putative cation efflux pump","Chromosome","FDR>=0.05",NA,"M","Cell wall/membrane/envelop biogenesis","Cellular processes and signaling","SL1344_0347"
"STMMW_34541",-0.0903658111474493,7.97994503509746,1.61839545941967,0.233762243262778,0.478585479869634,"yheU","conserved hypothetical protein","Chromosome","FDR>=0.05","-","S","Function Unknown","Poorly characterised","SL1344_3430"
"STMMW_44221",-0.492945970655805,2.7981940510058,1.61629400445613,0.234043460957734,0.478958873226849,"holC","DNA polymerase III, chi subunit","Chromosome","FDR>=0.05",NA,"L","Replication, recombination and repair ","Information storage and processing","SL1344_4406"
"STMMW_26231",0.105593931935856,7.58284608365605,1.61512549361037,0.234200031522253,0.479076974570214,"STMMW_26231","phage major capsid protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_2567"
"STMMW_41681",-0.197008443903059,6.10021489942442,1.61111710246577,0.234738210438752,0.479934424117981,"STMMW_41681","DNA binding protein","Chromosome","FDR>=0.05",NA,"S","Function Unknown","Poorly characterised","SL1344_4155"
