locus_tag,gene_name,start,end,strand,read_count,ins_index,gene_length,ins_count,function,call
STMMW_27391,hin,2907829,2908401,1,436,0.225130890052356,573,129,DNA-invertase hin,not required
STMMW_27401,iroB,2909364,2910479,1,579,0.149641577060932,1116,167,putative glycosyltransferase,not required
STMMW_27411,iroC,2910560,2914213,1,2577,0.209906951286262,3654,767,putative ABC transporter protein,not required
STMMW_27421,iroD,2914323,2915567,1,914,0.207228915662651,1245,258,putative ferric enterochelin esterase,not required
STMMW_27431,iroE,2915599,2916534,1,485,0.199786324786325,936,187,putative exported protein,not required
STMMW_27441,iroN,2916576,2918756,-1,1617,0.248051352590555,2181,541,TonB-dependent outer membrane siderophore receptor protein,not required
STMMW_27451,STMMW_27451,2919282,2919614,-1,283,0.237237237237237,333,79,putative inner membrane protein,not required
STMMW_27461,pipB2,2919789,2920841,-1,785,0.308641975308642,1053,325,exported protein,not required
STMMW_27471,STMMW_27471,2920913,2921251,1,171,0.191740412979351,339,65,conserved hypothetical protein,not required
STMMW_27481,virK,2921360,2922289,1,3022,0.520430107526882,930,484,Virulence protein,not required
STMMW_27491,mig14,2922582,2923478,1,484,0.132664437012263,897,119,putative transcriptional regulator,not required
STMMW_27501,nixA,2924200,2925213,-1,231,0.110453648915187,1014,112,putative cation transporter,not required
STMMW_27511,tctE,2925346,2926761,-1,371,0.102401129943503,1416,145,putative two-component system sensor kinase,not required
STMMW_27521,tctD,2926748,2927422,-1,207,0.0888888888888889,675,60,transcriptional regulator,not required
STMMW_27531,STMMW_27531,2927577,2928554,1,292,0.106339468302658,978,104,putative exported protein,not required
STMMW_27541,STMMW_27541,2928566,2929000,1,241,0.177011494252874,435,77,putative membrane protein,not required
STMMW_27551,STMMW_27551,2929011,2930525,1,1008,0.164356435643564,1515,249,putative membrane protein,not required
STMMW_27561,csiD,2930819,2931805,1,523,0.142857142857143,987,141,Protein csiD,not required
STMMW_27571,ygaF,2931831,2933099,1,561,0.149724192277384,1269,190,putative GAB DTP gene cluster repressor,not required
STMMW_27581,gabD,2933121,2934569,1,464,0.11456176673568,1449,166,succinate-semialdehyde dehydrogenase,not required
STMMW_27591,gabT,2934584,2935867,1,726,0.154984423676012,1284,199,4-aminobutyrate aminotransferase,not required
STMMW_27601,gabP,2935997,2937397,1,889,0.215560314061385,1401,302,GabA permease (4-amino butyrate transport carrier),not required
STMMW_27611,ygaE,2937439,2938116,1,282,0.14306784660767,678,97,putative transcriptional regulator,not required
STMMW_27621,ygaU,2938138,2938587,-1,221,0.197777777777778,450,89,conserved hypothetical protein,not required
STMMW_27631,yqaE,2938687,2938845,-1,61,0.264150943396226,159,42,putative membrane protein,not required
STMMW_27641,STMMW_27641,2939028,2939327,1,200,0.22,300,66,putative transcriptional regulator,not required
STMMW_27651,ygaP,2939337,2939864,1,175,0.117424242424242,528,62,putative membrane protein,not required
STMMW_27652,STMMW_27652,2939943,2940122,1,252,0.372222222222222,180,67,corresponds to STY2919 from Accession AL513382: Salmonella typhi CT18,not required
STMMW_27661,stpA,2940212,2940613,-1,194,0.236318407960199,402,95,DNA-binding protein StpA,not required
STMMW_27671,STMMW_27671,2941312,2941761,1,204,0.188888888888889,450,85,putative membrane protein,not required
STMMW_27681,ygaC,2941796,2942146,-1,225,0.259259259259259,351,91,conserved hypothetical protein,not required
STMMW_27691,ygaM,2942296,2942634,1,89,0.0884955752212389,339,30,conserved hypothetical protein,not required
STMMW_27701,STMMW_27701,2942718,2944052,-1,490,0.150561797752809,1335,201,putative transcriptional regulator,not required
STMMW_27711,STMMW_27711,2944141,2944572,1,210,0.180555555555556,432,78,conserved hypothetical protein,not required
STMMW_27712,STMMW_27712,2944587,2944745,1,54,0.163522012578616,159,26,hypothetical protein,not required
STMMW_27721,nrdH,2944844,2945089,1,60,0.121951219512195,246,30,putative glutaredoxin,not required
STMMW_27731,nrdI,2945086,2945496,1,206,0.175182481751825,411,72,NrdI protein,not required
STMMW_27741,nrdE,2945469,2947613,1,760,0.123543123543124,2145,265,ribonucleoside-diphosphate reductase 2 alpha chain,not required
STMMW_27751,nrdF,2947624,2948583,1,609,0.171875,960,165,ribonucleoside-diphosphate reductase 2 beta chain,not required
STMMW_27761,proV,2948938,2950140,1,1947,0.42477140482128,1203,511,glycine betaine/L-proline transport ATP-binding protein,not required
STMMW_27771,proW,2950133,2951197,1,432,0.150234741784038,1065,160,glycine betaine/L-proline transport system permease protein P,not required
STMMW_27781,proX,2951267,2952262,1,455,0.168674698795181,996,168,glycine betaine-binding periplasmic protein precursor,not required
STMMW_27791,STMMW_27791,2952427,2953611,1,539,0.148523206751055,1185,176,putative transmembrane transport protein,not required
STMMW_27801,emrR,2954108,2954638,1,654,0.242937853107345,531,129,putative transcriptional regulator,not required
STMMW_27811,emrA,2954765,2955937,1,801,0.187553282182438,1173,220,multidrug resistance protein A,not required
STMMW_27821,emrB,2955954,2957492,1,758,0.166341780376868,1539,256,multidrug resistance protein B,not required
STMMW_27831,STMMW_27831,2957541,2958911,-1,937,0.212983223924143,1371,292,putative glycoporin,not required
STMMW_27841,luxS,2959257,2959772,-1,93,0.0891472868217054,516,46,AI-2 synthesis protein,not required
STMMW_27851,gshA,2959922,2961478,-1,45,0.0186255619781631,1557,29,GCS,required
STMMW_27861,yqaA,2961555,2961980,-1,72,0.0868544600938967,426,37,putative membrane protein,not required
STMMW_27871,yqaB,2961977,2962543,-1,208,0.114638447971781,567,65,conserved hypothetical protein,not required
STMMW_27881,csrA,2963938,2964123,-1,0,0,186,0,Carbon storage regulator homolog,required
STMMW_27891,alaS,2964358,2966988,-1,94,0.00228050171037628,2631,6,AlaRS,required
STMMW_27901,oraA,2967224,2967724,-1,198,0.115768463073852,501,58,Regulatory protein recX,not required
STMMW_27911,recA,2967841,2968902,-1,46,0.0169491525423729,1062,18,RecA protein,required
STMMW_27921,ygaD,2968987,2969484,-1,147,0.1285140562249,498,64,conserved hypothetical protein,not required
STMMW_27931,mltB,2969962,2971041,-1,453,0.148148148148148,1080,160,membrane-bound lytic transglycosylase B precursor,not required
STMMW_27941,srlA,2971295,2971858,1,255,0.150709219858156,564,85,"PTS system, glucitol/sorbitol-specific IIBC component",not required
STMMW_27951,srlE,2971855,2972826,1,494,0.168724279835391,972,164,"PTS system, glucitol/sorbitol-specific IIBC component",not required
STMMW_27961,slrB,2972838,2973200,1,162,0.134986225895317,363,49,"PTS system, glucitol/sorbitol-specific IIA component",not required
STMMW_27971,gutD,2973212,2973991,1,331,0.146153846153846,780,114,sorbitol-6-phosphate 2-dehydrogenase (glucitol-6- phosphate dehydrogenase),not required
STMMW_27981,gutM,2974067,2974426,1,88,0.075,360,27,glucitol operon activator protein,not required
STMMW_27991,srlR,2974624,2975397,1,564,0.239018087855297,774,185,glucitol operon repressor,not required
STMMW_28001,gutQ,2975429,2976355,1,344,0.144552319309601,927,134,putative phosphosugar binding protein,not required
STMMW_28011,norR,2976352,2977872,-1,580,0.126232741617357,1521,192,putative sigma-54-dependent transriptional regulator,not required
STMMW_28021,norV,2978058,2979497,1,406,0.0993055555555555,1440,143,anaerobic nitric oxide reductase flavorubredoxin,not required
STMMW_28031,norW,2979494,2980627,1,557,0.155202821869489,1134,176,Nitric oxide reductase FlRd-NAD,not required
STMMW_28041,hydA,2980724,2982964,-1,1305,0.176706827309237,2241,396,hydrogenase maturation protein,not required
STMMW_28051,hydN,2983110,2983655,-1,297,0.146520146520147,546,80,electron transport protein,not required
STMMW_28061,STMMW_28061,2983856,2984665,-1,413,0.185185185185185,810,150,putative exported protein,not required
STMMW_28071,hycI,2984692,2985162,-1,236,0.150743099787686,471,71,hydrogenase 3 maturation protease,not required
STMMW_28081,hycH,2985155,2985565,-1,347,0.248175182481752,411,102,formate hydrogenlyase maturation protein,not required
STMMW_28091,hycG,2985562,2986329,-1,557,0.233072916666667,768,179,formate hydrogenlyase subunit 7,not required
STMMW_28101,hycF,2986329,2986871,-1,399,0.25414364640884,543,138,formate hydrogenlyase subunit 6,not required
STMMW_28111,hycE,2986881,2988590,-1,1358,0.235672514619883,1710,403,formate hydrogenlyase subunit 5,not required
STMMW_28121,hycD,2988608,2989531,-1,658,0.234848484848485,924,217,formate hydrogenlyase subunit 4,not required
STMMW_28131,hycC,2989534,2991360,-1,2357,0.222222222222222,1827,406,formate hydrogenlyase subunit 3,not required
STMMW_28141,hycB,2991360,2991968,-1,411,0.195402298850575,609,119,formate hydrogenlyase subunit 2,not required
STMMW_28151,hycA,2992114,2992575,-1,188,0.125541125541126,462,58,formate hydrogenlyase regulatory protein,not required
STMMW_28161,hypA,2992785,2993141,1,138,0.103641456582633,357,37,HypA protein,not required
STMMW_28171,hypB,2993210,2994082,1,506,0.142038946162657,873,124,hydrogenase isoenzymes formation protein HypB,not required
STMMW_28181,hypC,2994073,2994345,1,179,0.0879120879120879,273,24,hydrogenase isoenzymes formation protein HypC,not required
STMMW_28191,hypD,2994345,2995466,1,483,0.161319073083779,1122,181,hydrogenase isoenzymes formation protein HypD,not required
STMMW_28201,hypE,2995505,2996473,1,599,0.180598555211558,969,175,hydrogenase isoenzymes formation protein HypE,not required
STMMW_28211,fhlA,2996692,2998770,1,1169,0.164502164502165,2079,342,transcriptional activator of the formate hydrogenlyase system,not required
STMMW_28221,ygbA,2998832,2999176,-1,175,0.197101449275362,345,68,conserved hypothetical protein,not required
STMMW_28231,sitA,2999358,3000275,1,216,0.0947712418300654,918,87,"Iron transport protein, periplasmic-binding protein",not required
STMMW_28241,sitB,3000272,3001093,1,371,0.1338199513382,822,110,"Iron transport protein, ATP-binding component",not required
STMMW_28251,sitC,3001090,3001950,1,193,0.0801393728222996,861,69,"Iron transport protein, inner membrane component",not required
STMMW_28261,sitD,3001941,3002789,1,546,0.181389870435807,849,154,"Iron transport protein, inner membrane component",not required
STMMW_28271,avrA,3002888,3003796,-1,411,0.179317931793179,909,163,Avirulence determinant of plant pathogenic bacteria,not required
STMMW_28281,sprB,3003957,3004712,-1,237,0.12962962962963,756,98,possible AraC-family transcriptional regulator,not required
STMMW_28291,hilC,3005097,3005984,-1,38,0.0146396396396396,888,13,AraC-family transcriptional regulator,required
STMMW_28301,orgC,3006329,3006781,-1,555,0.474613686534216,453,215,hypothetical protein found within S. typhi pathogenicity island 1,not required
STMMW_28311,orgB,3006778,3007458,-1,433,0.268722466960352,681,183,cell invasion protein,not required
STMMW_28321,orgA,3007415,3008014,-1,624,0.325,600,195,cell invasion protein,not required
STMMW_28331,prgK,3007986,3008744,-1,908,0.417654808959157,759,317,pathogenicity 1 island effector protein,not required
STMMW_28341,prgJ,3008741,3009046,-1,428,0.42483660130719,306,130,pathogenicity 1 island effector protein,not required
STMMW_28351,prgI,3009065,3009307,-1,188,0.325102880658436,243,79,pathogenicity 1 island effector protein,not required
STMMW_28361,prgH,3009332,3010510,-1,1059,0.323155216284987,1179,381,pathogenicity 1 island effector protein,not required
STMMW_28371,hilD,3010826,3011755,1,2045,0.354838709677419,930,330,AraC-family transcriptional regulator,not required
STMMW_28381,hilA,3012846,3014507,1,1202,0.188327316486161,1662,313,invasion protein regulator,not required
STMMW_28391,iagB,3014525,3015007,1,76,0.0910973084886128,483,44,cell invasion protein,not required
STMMW_28401,sptP,3015061,3016692,-1,1345,0.292279411764706,1632,477,tyrosine phosphatase (associated with virulence),not required
STMMW_28411,sicP,3016679,3017071,-1,117,0.173027989821883,393,68,chaperone (associated with virulence),not required
STMMW_28421,STMMW_28421,3017098,3017358,-1,292,0.39463601532567,261,103,unknown,not required
STMMW_28431,iacP,3017402,3017650,-1,130,0.269076305220884,249,67,probable acyl carrier protein,not required
STMMW_28441,sipA,3017669,3019726,-1,2353,0.328474246841594,2058,676,pathogenicity island 1 effector protein (function unknown),not required
STMMW_28451,sipD,3019745,3020776,-1,617,0.228682170542636,1032,236,pathogenicity island 1 effector protein,not required
STMMW_28461,sipC,3020847,3022076,-1,1465,0.301626016260163,1230,371,pathogenicity island 1 effector protein,not required
STMMW_28471,sipB,3022104,3023885,-1,620,0.171717171717172,1782,306,pathogenicity island 1 effector protein,not required
STMMW_28481,sicA,3023888,3024385,-1,446,0.299196787148594,498,149,unknown function,not required
STMMW_28491,spaS,3024523,3025593,-1,393,0.146591970121382,1071,157,secretory protein (associated with virulence),not required
STMMW_28501,spaR,3025580,3026371,-1,555,0.273989898989899,792,217,secretory protein (associated with virulence),not required
STMMW_28511,spaQ,3026375,3026635,-1,118,0.164750957854406,261,43,secretory protein (associated with virulence),not required
STMMW_28521,spaP,3026661,3027335,-1,357,0.136296296296296,675,92,secretory protein (associated with virulence),not required
STMMW_28531,spaO,3027325,3028236,-1,621,0.282894736842105,912,258,surface presentation of antigens protein (associated with type III secretion and virulence),not required
STMMW_28541,invJ,3028236,3029246,-1,491,0.158259149357072,1011,160,surface presentation of antigens protein (associated with type III secretion and virulence),not required
STMMW_28551,invI,3029246,3029689,-1,331,0.29954954954955,444,133,secretory protein (associated with virulence),not required
STMMW_28561,invC,3029667,3030962,-1,852,0.222222222222222,1296,288,secretory apparatus ATP synthase (associated with virulence),not required
STMMW_28571,invB,3030959,3031366,-1,251,0.176470588235294,408,72,secretory protein (associated with virulence),not required
STMMW_28581,invA,3031390,3033447,-1,1838,0.294946550048591,2058,607,possible secretory protein (associated with virulence),not required
STMMW_28591,invE,3033472,3034590,-1,1066,0.335120643431635,1119,375,cell invasion protein,not required
STMMW_28601,invG,3034587,3036275,-1,1831,0.358200118413262,1689,605,secretory protein (associated with virulence),not required
STMMW_28611,invF,3036272,3036922,-1,831,0.351766513056836,651,229,possible AraC-family regulatory protein,not required
STMMW_28621,invH,3037379,3037822,1,192,0.135135135135135,444,60,cell adherance/invasion protein,not required
STMMW_28631,STMMW_28631,3038253,3038702,1,854,0.342222222222222,450,154,salmonella pathogenicity island 1 protein,not required
STMMW_28641,STMMW_28641,3038687,3039034,1,96,0.117816091954023,348,41,salmonella pathogenicity island 1 protein,not required
STMMW_28651,STMMW_28651,3039307,3039633,-1,1,0.00305810397553517,327,1,salmonella pathogenicity island 1 protein,required
STMMW_28661,STMMW_28661,3039874,3039981,1,112,0.388888888888889,108,42,salmonella pathogenicity island 1 protein,not required
STMMW_28671,STMMW_28671,3040322,3040612,1,10,0.013745704467354,291,4,salmonella pathogenicity island 1 protein,required
STMMW_28681,STMMW_28681,3040609,3041136,1,249,0.151515151515152,528,80,salmonella pathogenicity island 1 protein,not required
STMMW_28691,STMMW_28691,3041209,3041426,-1,173,0.174311926605505,218,38,putative transposase (pseudogene),not required
STMMW_28701,pphB,3041761,3042417,1,267,0.21765601217656,657,143,possible serine/threonine protein phosphatase,not required
STMMW_28711,STMMW_28711,3042589,3043110,-1,240,0.218390804597701,522,114,conserved hypothetical protein,not required
STMMW_28721,mutS,3043311,3045836,1,490,0.0724465558194774,2526,183,DNA mismatch repair protein,ambiguous
STMMW_28731,STMMW_28731,3045892,3046272,-1,73,0.0971128608923885,381,37,conserved hypotheticalprotein,not required
STMMW_28741,STMMW_28741,3046269,3047477,-1,430,0.121588089330025,1209,147,possible membrane transport protein,not required
STMMW_28751,STMMW_28751,3047565,3048497,1,382,0.157556270096463,933,147,possible LysR-family transcriptional regulator,not required
STMMW_28761,STMMW_28761,3048539,3050035,-1,1048,0.213092852371409,1497,319,possible permease,not required
STMMW_28771,STMMW_28771,3050032,3050982,-1,421,0.156677181913775,951,149,conserved hypothetical protein,not required
STMMW_28781,hyi,3051022,3051798,-1,422,0.185328185328185,777,144,putative hydroxypyruvate isomerase,not required
