## Thu Feb  2 18:08:01 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_k4bajabd/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence all --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
SL1344_0002	90371.CY43_00005	0.0	1596.0	COG0460@1|root,COG0527@1|root,COG0460@2|Bacteria,COG0527@2|Bacteria,1MW3H@1224|Proteobacteria,1RN1G@1236|Gammaproteobacteria,3ZK6B@590|Salmonella	1236|Gammaproteobacteria	E	ACT domain	thrA	GO:0000166,GO:0003674,GO:0003824,GO:0004072,GO:0004412,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006553,GO:0006566,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009085,GO:0009088,GO:0009089,GO:0009090,GO:0009092,GO:0009987,GO:0016053,GO:0016301,GO:0016310,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016772,GO:0016774,GO:0017076,GO:0019202,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046451,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.3,2.7.2.4	ko:K12524,ko:K12525	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	iECDH1ME8569_1439.ECDH1ME8569_0002,iEcDH1_1363.EcDH1_3594,iSFV_1184.SFV_0001	AA_kinase,ACT,ACT_7,Homoserine_dh,NAD_binding_3
SL1344_1976	90371.CY43_10795	3.23e-250	685.0	COG0582@1|root,COG0582@2|Bacteria,1QB64@1224|Proteobacteria,1RY8S@1236|Gammaproteobacteria,3ZKDC@590|Salmonella	1236|Gammaproteobacteria	L	Phage integrase family	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_1,Phage_integrase
SL1344_1977	90371.CY43_10805	1.99e-196	543.0	COG3228@1|root,COG3228@2|Bacteria,1RAHF@1224|Proteobacteria,1RZQU@1236|Gammaproteobacteria,3ZJJZ@590|Salmonella	1236|Gammaproteobacteria	S	Involved in the regulation of ptsG expression by binding and inactivating Mlc	mtfA	GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0006508,GO:0006807,GO:0008134,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008238,GO:0009889,GO:0010468,GO:0010556,GO:0016787,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0043170,GO:0043433,GO:0044092,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0048519,GO:0050789,GO:0050794,GO:0051090,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0065009,GO:0070011,GO:0071704,GO:0080090,GO:0140096,GO:1901564,GO:1903506,GO:2000112,GO:2001141	-	ko:K09933	-	-	-	-	ko00000,ko01002	-	-	-	Peptidase_M90
SL1344_1978	90371.CY43_10815	3.79e-62	190.0	COG0582@1|root,COG0582@2|Bacteria	2|Bacteria	L	DNA integration	-	-	-	-	-	-	-	-	-	-	-	-	Arm-DNA-bind_3,Phage_integrase
SL1344_1979	90371.CY43_10830	1.81e-98	287.0	2AXQF@1|root,31PR8@2|Bacteria,1RKX8@1224|Proteobacteria,1S6JS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1981	90371.CY43_10835	2.09e-168	470.0	COG0582@1|root,COG0582@2|Bacteria,1PDPN@1224|Proteobacteria,1RR69@1236|Gammaproteobacteria,3ZKQN@590|Salmonella	1236|Gammaproteobacteria	L	Integrase	-	-	-	-	-	-	-	-	-	-	-	-	Integrase_1,Phage_int_SAM_2
SL1344_1982	90371.CY43_10840	0.0	1032.0	COG0790@1|root,COG2849@1|root,COG0790@2|Bacteria,COG2849@2|Bacteria,1MWPA@1224|Proteobacteria,1RPI3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	O	COG0790 FOG TPR repeat, SEL1 subfamily	-	-	-	ko:K07126	-	-	-	-	ko00000	-	-	-	MORN_2,Pkinase,Sel1
SL1344_1983	90371.CY43_10845	0.0	1136.0	COG2909@1|root,COG2909@2|Bacteria,1R8KG@1224|Proteobacteria,1RQQ1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	trisaccharide binding	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1986	90371.CY43_10860	0.0	996.0	COG0775@1|root,COG0775@2|Bacteria,1MUMQ@1224|Proteobacteria,1RNZ4@1236|Gammaproteobacteria,3ZJR4@590|Salmonella	1236|Gammaproteobacteria	F	Catalyzes the hydrolysis of the N-glycosidic bond of AMP to form adenine and ribose 5-phosphate. Involved in regulation of AMP concentrations	amn	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006164,GO:0006167,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008714,GO:0009058,GO:0009116,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032261,GO:0034641,GO:0034654,GO:0043094,GO:0043101,GO:0043173,GO:0044209,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046033,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657	3.2.2.4	ko:K01241	ko00230,map00230	-	R00182	RC00063,RC00318	ko00000,ko00001,ko01000	-	-	iECABU_c1320.ECABU_c22520,iECOK1_1307.ECOK1_2159,iECP_1309.ECP_1955,iETEC_1333.ETEC_2095,iNRG857_1313.NRG857_09950,iUMN146_1321.UM146_07225,ic_1306.c2444	AMNp_N,PNP_UDP_1
SL1344_1987	90371.CY43_10865	5.89e-76	226.0	2DM75@1|root,320J4@2|Bacteria,1RIIC@1224|Proteobacteria,1S66Q@1236|Gammaproteobacteria,3ZN8S@590|Salmonella	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1493)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1493
SL1344_1988	220341.16503245	5.24e-84	248.0	2AGGV@1|root,316PD@2|Bacteria,1PXUI@1224|Proteobacteria,1TKSZ@1236|Gammaproteobacteria,3ZNFB@590|Salmonella	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1989	220341.16503249	6.85e-20	80.9	2950U@1|root,2ZSDP@2|Bacteria,1P5M9@1224|Proteobacteria,1SU61@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SL1344_1990	90371.CY43_10880	0.0	941.0	COG0534@1|root,COG0534@2|Bacteria,1MVRV@1224|Proteobacteria,1RNQ7@1236|Gammaproteobacteria,3ZKH1@590|Salmonella	1236|Gammaproteobacteria	V	MatE	yeeO	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0006857,GO:0006862,GO:0008104,GO:0008150,GO:0008509,GO:0008514,GO:0015031,GO:0015075,GO:0015215,GO:0015230,GO:0015238,GO:0015291,GO:0015297,GO:0015605,GO:0015711,GO:0015748,GO:0015833,GO:0015893,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0033036,GO:0034220,GO:0035350,GO:0035442,GO:0035672,GO:0035673,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0042938,GO:0044425,GO:0044464,GO:0044610,GO:0045184,GO:0050896,GO:0051179,GO:0051181,GO:0051182,GO:0051184,GO:0051185,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071916,GO:0071944,GO:0098656,GO:1901264,GO:1901505,GO:1901679,GO:1904680	-	-	-	-	-	-	-	-	-	-	MatE
SL1344_1991	90371.CY43_10890	5.87e-227	624.0	COG1376@1|root,COG1376@2|Bacteria,1P95A@1224|Proteobacteria,1RME2@1236|Gammaproteobacteria,3ZJX8@590|Salmonella	1236|Gammaproteobacteria	S	L,D-transpeptidase catalytic domain	erfK	GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0005575,GO:0005623,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008236,GO:0008238,GO:0008360,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016043,GO:0016740,GO:0016746,GO:0016755,GO:0016757,GO:0016787,GO:0016807,GO:0017171,GO:0018104,GO:0019538,GO:0022603,GO:0022604,GO:0030203,GO:0034645,GO:0042546,GO:0042597,GO:0043164,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044464,GO:0045229,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0065007,GO:0065008,GO:0070004,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071972,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	-	ko:K16291	-	-	-	-	ko00000,ko01002,ko01011	-	-	-	YkuD
SL1344_1992	90371.CY43_10895	1.38e-251	691.0	COG2038@1|root,COG2038@2|Bacteria,1MVAM@1224|Proteobacteria,1RNPV@1236|Gammaproteobacteria,3ZMQU@590|Salmonella	1236|Gammaproteobacteria	F	Catalyzes the synthesis of alpha-ribazole-5'-phosphate from nicotinate mononucleotide (NAMN) and 5,6- dimethylbenzimidazole (DMB)	cobT	GO:0003674,GO:0003824,GO:0006139,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008939,GO:0009058,GO:0009110,GO:0009116,GO:0009163,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0017144,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034404,GO:0034641,GO:0034654,GO:0042364,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.21	ko:K00768	ko00860,ko01100,map00860,map01100	M00122	R04148	RC00033,RC00063	ko00000,ko00001,ko00002,ko01000	-	-	iSDY_1059.SDY_2242,iSF_1195.SF2059,iSFxv_1172.SFxv_2293,iS_1188.S2169	DBI_PRT
SL1344_1993	220341.16503252	8.19e-162	454.0	COG0368@1|root,COG0368@2|Bacteria,1RHCC@1224|Proteobacteria,1S4TE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Joins adenosylcobinamide-GDP and alpha-ribazole to generate adenosylcobalamin (Ado-cobalamin). Also synthesizes adenosylcobalamin 5'-phosphate from adenosylcobinamide-GDP and alpha-ribazole 5'-phosphate	cobS	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008818,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016772,GO:0016780,GO:0017144,GO:0018130,GO:0019438,GO:0031224,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044425,GO:0044464,GO:0046483,GO:0051073,GO:0051186,GO:0051188,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.8.26	ko:K02233	ko00860,ko01100,map00860,map01100	M00122	R05223,R11174	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000	-	-	iECH74115_1262.ECH74115_2837,iECO103_1326.ECO103_2453,iECSP_1301.ECSP_2657,iECs_1301.ECs2787,iG2583_1286.G2583_2502,iUTI89_1310.UTI89_C2230,iZ_1308.Z3152,ic_1306.c2478	CobS
SL1344_1994	220341.16503253	3.54e-128	364.0	COG2087@1|root,COG2087@2|Bacteria,1RH0A@1224|Proteobacteria,1S42M@1236|Gammaproteobacteria,3ZMWN@590|Salmonella	1236|Gammaproteobacteria	H	Catalyzes ATP-dependent phosphorylation of adenosylcobinamide and addition of GMP to adenosylcobinamide phosphate	cobU	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005525,GO:0006725,GO:0006766,GO:0006767,GO:0006778,GO:0006779,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0008819,GO:0008820,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0016779,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019438,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0033013,GO:0033014,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0043752,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0070568,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.7.1.156,2.7.7.62	ko:K02231	ko00860,ko01100,map00860,map01100	M00122	R05221,R05222,R06558	RC00002,RC00428	ko00000,ko00001,ko00002,ko01000	-	-	iECIAI1_1343.ECIAI1_2074,iECSE_1348.ECSE_2277,iECW_1372.ECW_m2165,iETEC_1333.ETEC_2103,iEcE24377_1341.EcE24377A_2275,iEcSMS35_1347.EcSMS35_1131,iEcolC_1368.EcolC_1635,iLF82_1304.LF82_0337,iSDY_1059.SDY_2240,iWFL_1372.ECW_m2165	CobU
SL1344_1995	90371.CY43_10910	0.0	1006.0	COG1492@1|root,COG1492@2|Bacteria,1MUFY@1224|Proteobacteria,1RP8G@1236|Gammaproteobacteria,3ZMYN@590|Salmonella	1236|Gammaproteobacteria	H	Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation	cobQ	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006541,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009064,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0019752,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	6.3.5.10	ko:K02232	ko00860,ko01100,map00860,map01100	M00122	R05225	RC00010,RC01302	ko00000,ko00001,ko00002,ko01000	-	-	iYL1228.KPN_03184	AAA_26,CbiA,GATase_3
SL1344_1996	90371.CY43_10915	7.8e-197	545.0	COG1122@1|root,COG1122@2|Bacteria,1N5X0@1224|Proteobacteria,1RRHF@1236|Gammaproteobacteria,3ZMVK@590|Salmonella	1236|Gammaproteobacteria	F	Part of the energy-coupling factor (ECF) transporter complex CbiMNOQ involved in cobalt import. Presumably responsible for energy coupling to the transport system	cbiO	GO:0000041,GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0030001,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033013,GO:0033014,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046483,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0055085,GO:0071704,GO:0071944,GO:0072511,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	3.6.3.55	ko:K02006,ko:K06857,ko:K16784	ko02010,map02010	M00186,M00245,M00246,M00581	R10531	RC00002	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.18,3.A.1.22,3.A.1.23,3.A.1.25.1,3.A.1.6.2,3.A.1.6.4	-	-	ABC_tran
SL1344_1997	90371.CY43_10920	4.65e-157	441.0	COG0619@1|root,COG0619@2|Bacteria,1R4KM@1224|Proteobacteria,1RQS9@1236|Gammaproteobacteria,3ZN1X@590|Salmonella	1236|Gammaproteobacteria	P	Cobalt transport protein	cbiQ	-	-	ko:K02008	ko02010,map02010	M00245,M00246	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.18,3.A.1.22,3.A.1.23	-	-	CbiQ
SL1344_1998	220341.16503257	1.37e-31	113.0	COG1930@1|root,COG1930@2|Bacteria,1RK68@1224|Proteobacteria,1S6AH@1236|Gammaproteobacteria,3ZNAF@590|Salmonella	1236|Gammaproteobacteria	P	Part of the energy-coupling factor (ECF) transporter complex CbiMNOQ involved in cobalt import	cbiN	GO:0000041,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006824,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0015075,GO:0015087,GO:0015318,GO:0016020,GO:0016021,GO:0017144,GO:0018130,GO:0019438,GO:0022857,GO:0022890,GO:0030001,GO:0031224,GO:0033013,GO:0033014,GO:0034220,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044425,GO:0044464,GO:0046483,GO:0046873,GO:0046915,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0055085,GO:0071704,GO:0071944,GO:0072511,GO:0098655,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	-	ko:K02009	ko02010,map02010	M00245,M00246	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.18	-	-	CbiN
SL1344_1999	90371.CY43_10930	1.96e-168	471.0	COG0310@1|root,COG0310@2|Bacteria,1NTQK@1224|Proteobacteria,1RS8D@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Part of the energy-coupling factor (ECF) transporter complex CbiMNOQ involved in cobalt import	cbiM	-	-	ko:K02007	ko02010,map02010	M00245,M00246	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.18,3.A.1.22,3.A.1.23	-	-	CbiM
SL1344_2000	90371.CY43_10935	1.29e-169	473.0	COG2243@1|root,COG2243@2|Bacteria,1MV3G@1224|Proteobacteria,1RNN7@1236|Gammaproteobacteria,3ZMZ5@590|Salmonella	1236|Gammaproteobacteria	H	Tetrapyrrole (Corrin/Porphyrin) Methylases	cbiL	-	2.1.1.130,2.1.1.151	ko:K03394	ko00860,ko01100,map00860,map01100	-	R03948,R05808	RC00003,RC01035,RC01662	ko00000,ko00001,ko01000	-	-	-	TP_methylase
SL1344_2001	90371.CY43_10940	9.44e-190	526.0	COG4822@1|root,COG4822@2|Bacteria,1P36Y@1224|Proteobacteria,1RYHX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Catalyzes the insertion of Co(2 ) into sirohydrochlorin	cbiK	-	4.99.1.3	ko:K02190	ko00860,ko01100,map00860,map01100	-	R05807	RC01012	ko00000,ko00001,ko01000	-	-	-	CbiK
SL1344_2002	90371.CY43_10945	3.05e-190	528.0	COG2099@1|root,COG2099@2|Bacteria,1MW48@1224|Proteobacteria,1S0P4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	reductase	cobK	-	1.3.1.106,1.3.1.54	ko:K05895	ko00860,ko01100,map00860,map01100	-	R05150,R05812	RC01280	ko00000,ko00001,ko01000	-	-	-	CbiJ
SL1344_2003	90371.CY43_10950	1.44e-168	471.0	COG1010@1|root,COG1010@2|Bacteria,1MU79@1224|Proteobacteria,1RPC2@1236|Gammaproteobacteria,3ZN3N@590|Salmonella	1236|Gammaproteobacteria	H	Tetrapyrrole (Corrin/Porphyrin) Methylases	cbiH	-	2.1.1.131	ko:K05934	ko00860,ko01100,map00860,map01100	-	R05180,R05809	RC00003,RC01293,RC03471	ko00000,ko00001,ko01000	-	-	-	TP_methylase
SL1344_2004	90371.CY43_10955	4.82e-254	696.0	COG2073@1|root,COG2073@2|Bacteria,1MWE6@1224|Proteobacteria,1RPWK@1236|Gammaproteobacteria,3ZMSX@590|Salmonella	1236|Gammaproteobacteria	H	Cobalamin synthesis G C-terminus	cbiG	-	3.7.1.12	ko:K02189	ko00860,ko01100,map00860,map01100	-	R07772	RC01545,RC02097	ko00000,ko00001,ko01000	-	-	-	CbiG_C,CbiG_N,CbiG_mid
SL1344_2005	220341.16503261	4.65e-182	506.0	COG2875@1|root,COG2875@2|Bacteria,1MVYY@1224|Proteobacteria,1RWPQ@1236|Gammaproteobacteria,3ZN4T@590|Salmonella	1236|Gammaproteobacteria	H	Tetrapyrrole (Corrin/Porphyrin) Methylases	cobM	GO:0003674,GO:0003824,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016741,GO:0017144,GO:0018130,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046026,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.133,2.1.1.271	ko:K05936	ko00860,ko01100,map00860,map01100	-	R05181,R05810	RC00003,RC01294,RC02049	ko00000,ko00001,ko01000	-	-	-	TP_methylase
SL1344_2006	90371.CY43_10965	5.8e-137	387.0	COG2242@1|root,COG2242@2|Bacteria,1MVJX@1224|Proteobacteria,1RPJG@1236|Gammaproteobacteria,3ZMVZ@590|Salmonella	1236|Gammaproteobacteria	H	catalyzes the methylation of	cobL	GO:0003674,GO:0003824,GO:0006464,GO:0006479,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008213,GO:0008276,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016741,GO:0017144,GO:0018130,GO:0019438,GO:0019538,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0036211,GO:0042364,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0140096,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.132,2.1.1.196	ko:K00595,ko:K02191	ko00860,ko01100,map00860,map01100	-	R05149,R05813,R07774	RC00003,RC01279,RC02052,RC02054	ko00000,ko00001,ko01000	-	-	-	MTS,Methyltransf_31,PCMT,TP_methylase
SL1344_2007	220341.16503263	2.35e-145	409.0	COG2241@1|root,COG2241@2|Bacteria,1QUBH@1224|Proteobacteria,1T1S5@1236|Gammaproteobacteria,3ZN41@590|Salmonella	1236|Gammaproteobacteria	F	Catalyzes the methylation of C-5 in	cbiE	GO:0003674,GO:0003824,GO:0006464,GO:0006479,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008213,GO:0008276,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016741,GO:0017144,GO:0018130,GO:0019438,GO:0019538,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0036211,GO:0042364,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0140096,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.289	ko:K03399	ko00860,ko01100,map00860,map01100	-	R05813,R07775	RC00003,RC02052,RC02053	ko00000,ko00001,ko01000	-	-	-	TP_methylase
SL1344_2008	90371.CY43_10975	5.62e-274	749.0	COG1903@1|root,COG1903@2|Bacteria,1MXU3@1224|Proteobacteria,1S016@1236|Gammaproteobacteria,3ZN4Q@590|Salmonella	1236|Gammaproteobacteria	F	Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A	cbiD	GO:0003674,GO:0003824,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016741,GO:0017144,GO:0018130,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.1.195	ko:K02188	ko00860,ko01100,map00860,map01100	-	R07773	RC00003,RC02051	ko00000,ko00001,ko01000	-	-	-	CbiD
