,,,Replicate_1,,,Replicate_2,,,Replicate_3,
STM14_3269,-,putative cytoplasmic protein,17,961,,16,934,,16,1014
STM14_3270,tyrA,bifunctional chorismate mutase/prephenate dehydrogenase,11,645,,11,600,,12,522
STM14_3271,aroF,phospho-2-dehydro-3-deoxyheptonate aldolase,18,1085,,16,918,,18,970
STM14_3272,-,hypothetical protein,1,19,,1,15,,1,17
STM14_3273,-,hypothetical protein,3,133,,3,119,,3,146
STM14_3274,yfiR,putative periplasmic protein,5,242,,5,229,,5,215
STM14_3275,yfiN,hypothetical protein,29,1406,,28,1403,,28,1363
STM14_3276,rplS,50S ribosomal protein L19,2,25,,1,27,,1,26
STM14_3277,trmD,tRNA (guanine-N(1)-)-methyltransferase,1,5,,1,4,,0,0
STM14_3278,rimM,16S rRNA-processing protein,0,0,,0,0,,1,2
STM14_3279,rpsP,30S ribosomal protein S16,1,2,,0,0,,1,4
STM14_3280,-,hypothetical protein,1,47,,1,27,,1,52
STM14_3281,ffh,signal recognition particle protein,1,142,,1,102,,1,158
STM14_3282,-,putative cytochrome c-type biogenesis protein (heme exporter),6,322,,6,353,,6,332
STM14_3283,corE,hypothetical protein,17,1222,,18,1148,,18,980
STM14_3284,yfjD,hypothetical protein,23,1466,,25,1671,,25,1525
STM14_3285,-,putative cytoplasmic protein,12,616,,11,632,,11,653
STM14_3286,grpE,heat shock protein GrpE,1,4,,1,5,,1,16
STM14_3288,ppnK,inorganic polyphosphate/ATP-NAD kinase,0,0,,0,0,,0,0
STM14_3289,recN,recombination and repair protein,17,1081,,16,1072,,16,1014
STM14_3290,smpA,hypothetical protein,5,441,,6,533,,5,413
STM14_3291,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3292,yfjF,hypothetical protein,5,338,,5,326,,5,423
STM14_3293,yfjG,hypothetical protein,5,54,,4,71,,4,61
STM14_3294,smpB,SsrA-binding protein,8,390,,8,428,,8,408
STM14_3295,-,hypothetical protein,1,5,,0,0,,1,12
STM14_3296,-,hypothetical protein,2,196,,2,178,,2,187
STM14_3298,-,putative outer membrane efflux protein,20,925,,21,994,,21,1047
STM14_3299,-,putative ABC transporter transmembrane region,33,1664,,32,1661,,31,1751
STM14_3300,-,HlyD family secretion protein,14,960,,14,1115,,16,1016
STM14_3301,-,hypothetical protein,3,79,,3,58,,3,63
STM14_3302,-,integrase-like protein,12,498,,11,363,,11,385
STM14_3303,-,hypothetical protein,3,45,,3,91,,4,58
STM14_3304,-,putative periplasmic protein,6,137,,6,193,,7,171
STM14_3305,-,putative cytoplasmic protein,20,1020,,20,997,,20,1024
STM14_3306,-,putative cytoplasmic protein,4,287,,4,348,,4,260
STM14_3307,-,putative cytoplasmic protein,1,5,,1,7,,2,8
STM14_3308,-,putative inner membrane protein,10,841,,10,788,,10,678
STM14_3309,-,hypothetical protein,1,84,,1,87,,1,92
STM14_3310,-,putative ATPase,5,198,,7,225,,6,189
STM14_3311,-,putative cytoplasmic protein,5,79,,5,92,,5,105
STM14_3312,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3313,-,putative transcriptional regulator,1,85,,1,128,,1,123
STM14_3314,-,putative cytoplasmic protein,2,206,,2,169,,2,213
STM14_3315,-,putative PTS system glucitol/sorbitol-specific enzyme II,6,285,,6,282,,6,254
STM14_3316,-,putative glucitol-specific PTS enzyme III,2,318,,2,346,,2,315
STM14_3317,-,putative glucitol-specific PTS enzyme III,9,452,,10,643,,10,506
STM14_3318,-,putative dehydrogenase,13,784,,12,787,,14,739
STM14_3319,-,putative hexulose 6 phosphate synthase,16,763,,17,882,,16,794
STM14_3320,-,putative hexulose 6 phosphate synthase,10,519,,8,490,,10,467
STM14_3321,-,putative sugar phosphate aminotransferase,1,9,,1,10,,1,12
STM14_3322,-,putative cytoplasmic protein,11,629,,9,616,,11,559
STM14_3324,-,hypothetical protein,3,388,,4,360,,3,352
STM14_3325,-,putative dipeptide/oligopeptide/nickel ABC-type transport system periplasmic component,14,798,,14,734,,14,786
STM14_3326,-,hypothetical protein,1,11,,1,10,,1,28
STM14_3327,-,putative integrase,7,606,,10,594,,8,502
STM14_3328,-,putative inner membrane protein,8,356,,9,389,,8,301
STM14_3329,-,putative inner membrane protein,3,100,,4,72,,5,88
STM14_3331,-,putative transposase,4,421,,4,296,,4,368
STM14_3332,-,putative transposase,5,312,,5,347,,4,348
STM14_3333,-,putative cytoplasmic protein,1,3,,0,0,,1,2
STM14_3334,-,putative DNA/RNA helicase,8,276,,9,196,,9,261
STM14_3335,-,putative transposase,1,42,,2,49,,2,88
STM14_3336,-,putative transposase,7,180,,6,150,,6,160
STM14_3337,fljA,phase-1 flagellin repressor,11,745,,11,861,,11,757
STM14_3338,fljB,flagellin,34,2549,,36,2771,,35,2544
STM14_3339,hin,DNA-invertase Hin,15,713,,16,799,,17,763
STM14_3340,-,hypothetical protein,5,265,,5,259,,5,258
STM14_3341,-,hypothetical protein,4,249,,4,214,,4,198
STM14_3342,-,hypothetical protein,1,8,,1,16,,1,20
STM14_3343,-,hypothetical protein,4,100,,3,81,,4,116
STM14_3344,iroB,putative glycosyl transferase,13,1024,,14,1046,,14,842
STM14_3345,iroC,putative ABC transporter protein,36,2479,,34,2469,,39,2373
STM14_3346,iroD,enterochelin esterase=-like protein,14,484,,15,473,,14,506
STM14_3347,iroE,putative hydrolase,15,2243,,16,2314,,16,2251
STM14_3348,iroN,outer membrane receptor FepA,52,2618,,51,2541,,54,2615
STM14_3350,pipB2,secreted effector protein,16,959,,15,818,,16,853
STM14_3351,-,hypothetical protein,5,37,,3,28,,4,64
STM14_3352,virK,virulence protein,23,1209,,20,1236,,23,1319
STM14_3353,-,hypothetical protein,1,8,,1,6,,2,17
STM14_3354,mig-14,putative transcriptional activator,4,74,,4,79,,5,107
STM14_3355,-,hypothetical protein,2,71,,2,51,,2,52
STM14_3356,-,hypothetical protein,1,2,,1,4,,0,0
STM14_3357,-,hypothetical protein,0,0,,1,3,,3,7
STM14_3358,nixA,putative nickel transporter,15,682,,13,706,,15,696
STM14_3359,tctE,regulatory protein,16,1279,,16,1329,,16,1353
STM14_3360,tctD,regulatory protein,10,496,,10,462,,10,486
STM14_3361,-,tricarboxylic transport,12,1260,,10,1242,,11,1151
STM14_3362,-,tricarboxylic transport,6,679,,6,792,,6,706
STM14_3363,-,tricarboxylic transport,22,1479,,23,1332,,22,1377
STM14_3364,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3365,-,hypothetical protein,10,641,,10,745,,10,688
STM14_3366,ygaF,hypothetical protein,10,426,,10,390,,10,456
STM14_3367,gabD,succinate-semialdehyde dehydrogenase I,15,1063,,15,1020,,16,1038
STM14_3368,gabT,4-aminobutyrate aminotransferase,14,1160,,15,1054,,16,1128
STM14_3369,gabP,gamma-aminobutyrate transporter,32,2217,,31,2221,,33,2332
STM14_3370,ygaE,DNA-binding transcriptional regulator CsiR,12,1082,,13,1230,,13,1148
STM14_3371,ygaU,hypothetical protein,9,541,,10,591,,10,663
STM14_3372,-,hypothetical protein,1,53,,1,49,,1,63
STM14_3373,yqaE,putative transport protein,4,161,,4,170,,5,211
STM14_3374,-,putative regulatory protein,2,329,,2,279,,2,312
STM14_3375,ygaP,putative rhodanese-like sulfurtransferase,6,478,,5,398,,5,412
STM14_3376,-,conserved hypothetical protein,0,0,,0,0,,0,0
STM14_3377,stpA,"DNA binding protein, nucleoid-associated",0,0,,1,5,,2,6
STM14_3378,-,hypothetical protein,2,90,,3,70,,3,124
STM14_3379,-,hypothetical protein,2,58,,2,65,,2,80
STM14_3380,-,putative inner membrane protein,9,463,,9,606,,10,577
STM14_3381,ygaC,hypothetical protein,9,761,,10,819,,10,810
STM14_3382,-,hypothetical protein,6,201,,5,218,,6,227
STM14_3383,ygaM,hypothetical protein,4,446,,3,421,,4,398
STM14_3384,-,putative regulatory protein,21,1480,,20,1368,,20,1409
STM14_3385,-,putative cytoplasmic protein,10,990,,10,1034,,9,924
STM14_3386,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3387,nrdH,glutaredoxin-like protein,4,200,,4,263,,4,176
STM14_3388,nrdI,ribonucleotide reductase stimulatory protein,1,43,,1,49,,2,39
STM14_3389,nrdE,ribonucleotide-diphosphate reductase subunit alpha,36,1776,,39,1720,,37,1861
STM14_3390,nrdF,ribonucleotide-diphosphate reductase subunit beta,16,1573,,15,1434,,17,1395
STM14_3391,proV,glycine betaine transporter ATP-binding subunit,18,808,,15,886,,17,833
STM14_3392,proW,glycine betaine transporter membrane protein,12,635,,10,674,,12,710
STM14_3393,proX,glycine betaine transporter periplasmic subunit,25,1504,,24,1547,,25,1467
STM14_3394,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3395,-,putative inner membrane protein,21,1552,,21,1526,,21,1249
STM14_3396,-,hypothetical protein,2,81,,2,82,,2,86
STM14_3397,emrR,transcriptional repressor MprA,6,148,,6,158,,6,144
STM14_3398,-,hypothetical protein,2,32,,3,30,,1,28
STM14_3399,emrA,multidrug resistance secretion protein,18,1426,,19,1524,,20,1362
STM14_3400,emrB,putative multidrug transport protein,21,2054,,20,1901,,22,1939
STM14_3401,-,putative glycoporin,34,2189,,34,2124,,35,2256
STM14_3402,luxS,S-ribosylhomocysteinase,8,391,,8,453,,8,459
STM14_3403,gshA,glutamate--cysteine ligase,26,1219,,30,1506,,28,1301
STM14_3404,yqaA,putative inner membrane protein,8,617,,8,616,,8,513
STM14_3405,yqaB,fructose-1-phosphatase,8,487,,8,502,,8,511
STM14_3411,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3412,csrA,carbon storage regulator,1,61,,1,65,,1,96
STM14_3413,alaS,alanyl-tRNA synthetase,3,48,,1,35,,1,18
STM14_3414,-,hypothetical protein,0,0,,1,3,,0,0
STM14_3415,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3416,recX,recombination regulator RecX,8,501,,8,492,,8,541
STM14_3417,recA,recombinase A,6,140,,6,175,,6,135
STM14_3418,ygaD,competence damage-inducible protein A,7,877,,7,888,,7,800
STM14_3419,-,conserved hypothetical protein,7,570,,7,556,,8,578
STM14_3420,mltB,murein hydrolase B,25,1485,,24,1372,,24,1240
STM14_3421,-,hypothetical protein,3,142,,2,117,,3,139
STM14_3422,srlA,glucitol/sorbitol-specific enzyme IIC component,11,459,,11,422,,11,496
STM14_3423,srlE,glucitol/sorbitol-specific enzyme IIB component,20,798,,17,830,,20,726
STM14_3424,slrB,glucitol/sorbitol-specific PTS system component IIA,4,169,,2,105,,3,139
STM14_3425,srlD,sorbitol-6-phosphate dehydrogenase,9,965,,9,955,,10,983
STM14_3426,gutM,DNA-binding transcriptional activator GutM,4,63,,3,91,,3,59
STM14_3427,-,hypothetical protein,6,930,,6,919,,6,1038
STM14_3428,srlR,DNA-bindng transcriptional repressor SrlR,7,299,,6,282,,7,291
STM14_3429,gutQ,D-arabinose 5-phosphate isomerase,11,321,,11,370,,12,388
STM14_3430,ygaA,anaerobic nitric oxide reductase transcription regulator,11,634,,11,661,,14,681
STM14_3431,-,anaerobic nitric oxide reductase flavorubredoxin,19,1243,,19,1211,,18,1130
STM14_3432,ygbD,nitric oxide reductase,12,770,,13,882,,12,861
STM14_3433,-,hydrogenase maturation protein,6,395,,6,327,,6,382
STM14_3434,hypF,hydrogenase maturation protein,16,1283,,16,1274,,16,1160
STM14_3435,-,hypothetical protein,2,68,,2,83,,2,95
STM14_3436,hydN,electron transport protein HydN,2,113,,2,150,,2,128
STM14_3437,-,conserved hypothetical protein,4,245,,3,162,,3,205
STM14_3438,-,hypothetical protein,10,622,,10,560,,11,603
STM14_3439,hycI,hydrogenase 3 maturation protease,3,187,,3,175,,4,200
STM14_3440,hycH,hydrogenase 3 large subunit processing protein,7,420,,6,478,,6,535
STM14_3441,hycG,hydrogenase,10,869,,10,808,,10,802
STM14_3442,hycF,formate hydrogenlyase complex iron-sulfur subunit,9,553,,9,490,,9,560
STM14_3443,hycE,hydrogenase 3 large subunit,30,1601,,28,1676,,31,1661
STM14_3444,hycD,hydrogenase 3 membrane subunit,7,180,,8,132,,8,191
STM14_3445,hycC,formate hydrogenlyase subunit 3,8,464,,6,461,,9,384
STM14_3446,hycB,hydrogenase-3 iron-sulfur subunit,3,225,,3,254,,3,252
STM14_3447,-,hypothetical protein,1,134,,1,107,,1,130
STM14_3448,hycA,formate hydrogenlyase regulatory protein HycA,11,725,,11,816,,12,771
STM14_3449,-,hypothetical protein,2,71,,2,123,,2,58
STM14_3450,hypA_1,hydrogenase nickel incorporation protein,6,381,,7,308,,7,345
STM14_3451,hypB,hydrogenase nickel incorporation protein HypB,7,460,,8,496,,8,532
STM14_3452,hypC,hydrogenase isoenzymes formation protein,3,340,,3,336,,3,327
STM14_3453,hypD,putative hydrogenase formation protein,8,472,,8,498,,9,482
STM14_3454,hypE,putative hydrogenase formation protein,12,777,,13,949,,13,827
STM14_3455,fhlA,formate hydrogen-lyase transcriptional activator,31,2357,,33,2336,,34,2511
STM14_3456,ygbA,hypothetical protein,5,115,,5,138,,5,162
STM14_3457,-,hypothetical protein,7,409,,6,465,,7,471
STM14_3458,sitA,putative periplasmic binding protein,21,1102,,20,1213,,21,1268
STM14_3459,sitB,putative ATP-binding protein,9,386,,10,452,,11,454
STM14_3460,sitC,putative permease,11,778,,9,909,,11,767
STM14_3461,sitD,putative permease,13,848,,12,821,,12,876
STM14_3462,avrA,secreted effector protein,8,281,,9,320,,9,347
STM14_3463,sprB,transcriptional regulator,8,331,,8,342,,8,373
STM14_3464,-,hypothetical protein,5,278,,5,359,,5,261
STM14_3465,hilC,invasion regulatory protein,6,236,,6,302,,7,241
STM14_3466,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3467,orgC,putative cytoplasmic protein,8,460,,8,437,,8,440
STM14_3468,orgB,needle complex export protein,7,270,,7,276,,8,275
STM14_3469,orgA,needle complex assembly protein,10,838,,10,835,,10,873
STM14_3470,prgK,needle complex inner membrane lipoprotein,18,790,,17,863,,18,880
STM14_3471,prgJ,needle complex minor subunit,9,405,,9,420,,9,387
STM14_3472,prgI,needle complex major subunit,5,281,,5,292,,5,319
STM14_3473,prgH,needle complex inner membrane protein,15,444,,15,473,,17,444
STM14_3474,hilD,invasion protein regulatory protein,18,781,,16,727,,19,704
STM14_3475,hilA,invasion protein regulator,32,1678,,33,1719,,31,1706
STM14_3476,iagB,invasion protein precursor,8,341,,7,319,,9,317
STM14_3477,sptP,protein tyrosine phosphatase/GTPase activating protein,22,1896,,22,1841,,22,1879
STM14_3478,sicP,secretion chaparone,4,188,,4,195,,4,198
STM14_3479,-,putative cytoplasmic protein,2,14,,1,12,,2,18
STM14_3480,iacP,acyl carrier protein,2,36,,2,65,,3,53
STM14_3481,sipA,secreted effector protein,37,2200,,35,2308,,39,2230
STM14_3482,sipD,translocation machinery component,10,720,,11,546,,11,621
STM14_3483,sipC,translocation machinery component,21,533,,18,559,,20,543
STM14_3484,sipB,translocation machinery component,18,1168,,18,1196,,18,1155
STM14_3485,sicA,secretion chaperone,8,590,,8,561,,8,563
STM14_3486,spaS,surface presentation of antigens protein SpaS,8,492,,7,498,,9,496
STM14_3487,spaR,needle complex export protein,13,986,,12,1092,,12,1049
STM14_3488,spaQ,needle complex export protein,6,199,,4,172,,4,174
STM14_3489,spaP,surface presentation of antigens protein SpaP,11,693,,12,801,,13,729
STM14_3490,spaO,surface presentation of antigens protein SpaO,11,562,,12,646,,12,606
STM14_3491,invJ,needle length control protein,10,426,,9,433,,10,462
STM14_3492,invI,needle complex assembly protein,5,148,,5,132,,5,206
STM14_3493,invC,ATP synthase SpaL,13,1248,,12,1131,,13,1147
STM14_3494,invB,secretion chaperone,10,722,,11,655,,10,687
STM14_3495,invA,needle complex export protein,41,1885,,40,2067,,44,2081
STM14_3496,invE,invasion protein,23,1317,,24,1255,,25,1251
STM14_3497,invG,outer membrane secretin precursor,47,3145,,46,3085,,47,3066
STM14_3498,invF,invasion regulatory protein,15,902,,15,1024,,15,984
STM14_3499,invH,needle complex outer membrane lipoprotein precursor,6,178,,6,155,,6,196
STM14_3500,-,putative cytoplasmic protein,11,365,,10,470,,12,405
STM14_3501,-,putative cytoplasmic protein,1,45,,3,77,,2,53
STM14_3502,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3503,-,putative cytoplasmic protein,2,51,,2,52,,2,52
STM14_3504,-,hypothetical protein,6,215,,5,203,,6,242
STM14_3505,-,putative ABC-type transporter,7,412,,7,484,,7,439
STM14_3506,-,putative acetyltransferase,13,1116,,13,1117,,12,1204
STM14_3508,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3509,pphB,serine/threonine-specific protein phosphatase 2,13,421,,13,454,,13,419
STM14_3510,-,putative cytoplasmic protein,9,325,,7,373,,9,398
STM14_3511,mutS,DNA mismatch repair protein,38,2516,,37,2608,,38,2475
STM14_3512,-,putative cytoplasmic protein,5,217,,4,219,,5,230
STM14_3513,-,putative permease,19,809,,19,1002,,20,912
STM14_3514,-,putative transcriptional regulator,18,1146,,17,1017,,18,1209
STM14_3515,-,putative permease,22,1913,,22,1936,,22,1897
STM14_3516,-,putative nucleoside-diphosphate-sugar epimerase,7,174,,7,235,,7,250
STM14_3517,ygbM,hypothetical protein,6,177,,7,258,,7,239
STM14_3518,ygbL,putative aldolase,5,370,,5,360,,5,382
STM14_3519,ygbK,putative tRNA synthase,6,400,,4,375,,7,442
STM14_3520,ygbJ,3-hydroxyisobutyrate dehydrogenase,7,574,,8,545,,6,558
STM14_3521,ygbI,putative regulatory protein,12,773,,11,727,,14,706
STM14_3522,-,putative transcriptional regulator,2,30,,2,48,,2,34
STM14_3523,-,putative flavoprotein,4,287,,6,235,,8,313
STM14_3524,-,putative 3-polyprenyl-4-hydroxybenzoate decarboxylase,14,854,,14,942,,15,918
STM14_3525,-,putative cytoplasmic protein,5,440,,6,475,,6,460
STM14_3526,rpoS,RNA polymerase sigma factor RpoS,15,1105,,13,1084,,15,1071
STM14_3527,nlpD,lipoprotein NlpD,22,1042,,21,1006,,22,1128
STM14_3528,-,hypothetical protein,1,56,,1,54,,1,50
STM14_3529,pcm,protein-L-isoaspartate O-methyltransferase,12,640,,12,699,,12,724
STM14_3530,surE,stationary phase survival protein SurE,16,1214,,15,1090,,16,1118
STM14_3531,truD,tRNA pseudouridine synthase D,6,374,,6,309,,6,309
STM14_3532,ispF,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",1,2,,0,0,,0,0
STM14_3533,ispD,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0,0,,0,0,,0,0
STM14_3534,ftsB,cell division protein FtsB,0,0,,0,0,,0,0
STM14_3535,-,hypothetical protein,1,11,,1,15,,1,10
STM14_3536,ygbE,hypothetical protein,15,776,,16,629,,15,707
STM14_3537,cysC,adenylylsulfate kinase,10,425,,10,456,,10,387
STM14_3538,cysN,sulfate adenylyltransferase subunit 1,24,1256,,24,1236,,23,1277
STM14_3539,cysD,sulfate adenylyltransferase subunit 2,15,782,,15,617,,15,719
STM14_3540,iap,alkaline phosphatase isozyme conversion aminopeptidase,19,1547,,19,1391,,19,1482
STM14_3541,ygbF,hypothetical protein,6,471,,6,511,,6,449
STM14_3542,-,putative cytoplasmic protein,11,1039,,11,1009,,11,1051
STM14_3543,ygcH,putative cytoplasmic protein,6,140,,5,86,,5,161
STM14_3544,-,putative cytoplasmic protein,12,684,,12,790,,13,693
STM14_3545,yghJ,putative cytoplasmic protein,17,1758,,16,1805,,16,1647
STM14_3546,-,putative transposase,8,386,,8,416,,8,415
STM14_3547,-,putative cytoplasmic protein,8,329,,7,315,,8,254
STM14_3548,ygcB,putative helicase,41,2116,,42,2236,,47,2183
STM14_3549,-,hypothetical protein,1,27,,1,45,,1,37
STM14_3550,sopD,secreted effector protein,9,175,,8,231,,10,247
STM14_3551,cysH,phosphoadenosine phosphosulfate reductase,5,193,,5,155,,4,115
STM14_3552,cysI,sulfite reductase subunit beta,18,899,,18,926,,18,996
STM14_3553,cysJ,sulfite reductase subunit alpha,16,536,,17,574,,17,661
STM14_3554,ptpS,putative 6-pyruvoyl tetrahydrobiopterin synthase,9,686,,9,614,,9,602
STM14_3555,-,putative metal-dependent hydrolase,16,660,,16,585,,15,599
STM14_3556,ygcF,hypothetical protein,12,903,,12,829,,12,896
STM14_3557,eno,phosphopyruvate hydratase,3,161,,3,160,,3,138
STM14_3558,pyrG,CTP synthetase,0,0,,0,0,,0,0
STM14_3559,mazG,nucleoside triphosphate pyrophosphohydrolase,12,851,,12,899,,12,958
STM14_3560,-,hypothetical protein,0,0,,0,0,,0,0
STM14_3561,-,putative fimbrial subunit,2,81,,2,81,,2,77
STM14_3562,-,hypothetical protein,4,172,,6,108,,4,172
STM14_3563,-,putative transcriptional regulator,1,17,,1,18,,1,44
STM14_3564,relA,GDP/GTP pyrophosphokinase,26,1723,,28,1756,,27,1571
STM14_3565,rumA,23S rRNA 5-methyluridine methyltransferase,15,884,,15,889,,16,912
STM14_3566,barA,hybrid sensory histidine kinase BarA,48,3265,,47,3168,,49,3259
STM14_3567,-,putative glycerate kinase 2,13,642,,14,593,,14,544
STM14_3568,gudD,d-glucarate dehydratase,20,869,,21,922,,19,871
STM14_3569,ygcY,putative D-glucarate dehydratase,21,1894,,21,1810,,21,1780
STM14_3570,gudT,putative D-glucarate permease,29,1591,,26,1594,,26,1709
STM14_3571,-,hypothetical protein,5,253,,4,219,,6,231
STM14_3572,-,flavodoxin,6,209,,5,201,,6,251
STM14_3573,yqcB,tRNA pseudouridine synthase C,3,123,,4,128,,4,72
STM14_3574,yqcC,putative cytoplasmic protein,6,680,,6,626,,7,618
STM14_3576,syd,SecY interacting protein Syd,13,781,,12,823,,14,790
STM14_3577,queF,7-cyano-7-deazaguanine reductase,15,616,,14,619,,15,695
STM14_3578,ygdH,putative nucleotide binding protein,20,1321,,18,1372,,20,1273
STM14_3579,-,hypothetical protein,2,141,,2,114,,2,140
STM14_3580,-,hypothetical protein,2,13,,0,0,,1,7
STM14_3581,sdaC,putative serine transport protein,14,798,,16,783,,15,824
STM14_3582,sdaB,L-serine dehydratase/L-threonine deaminase 2,28,1384,,30,1479,,32,1404
STM14_3583,-,hypothetical protein,0,0,,1,4,,1,4
STM14_3584,xni,exonuclease IX,9,372,,8,376,,9,332
STM14_3585,-,"L-1,2-propanediol oxidoreductase",0,0,,0,0,,0,0
STM14_3586,fucO,"L-1,2-propanediol oxidoreductase",17,1052,,16,1058,,16,1075
STM14_3587,fucA,L-fuculose phosphate aldolase,10,315,,9,363,,11,290
STM14_3588,-,conserved hypothetical protein,0,0,,0,0,,0,0
STM14_3590,fucI,L-fucose isomerase,24,2090,,23,1928,,24,2004
STM14_3591,fucK,L-fuculokinase,9,331,,9,338,,10,298
STM14_3592,fucU,putative L-fucose-binding protein,6,269,,7,370,,8,314
STM14_3593,fucR,DNA-binding transcriptional activator FucR,16,942,,16,1042,,16,965
